creatorID,name,wikidata identifiers
1714,Hannah Black,
1715,E. Jane,Q72601973
1716,Relámpago Impronta,
1717,Marcela María Posada Hurtado,
1718,Noah Rueda Garnica,
1719,Fer Galicia P,
1720,Valeria Cárdenas Monzón,
1721,Maria Luque,
1722,Carlos Soto Román,Q136961498
1723,Juan Diego Mejía Salamanca,
1724,Nacha Vollenweider,
1725,Laura Aluan Canselo,
1726,María Eugenia Lenardon,
1727,John Felix Arnold,
1728,Amadeo Gonzales,
1729,Renso Gonzales,
1730,Razz,
1731,Joaquín Cuevas,Q124877645
1732,LaLuchaEsMucha,
1733,Carmen Winant,Q29446450
1734,Celestina Alessio,
1735,Leticia Barbeito Andres,
1736,Juan-Pablo Montero,Q41804327
1737,Jesús María,
1738,Natalia Mendez,Q79257091
1739,Leticia Hernando,
1740,Dafne Pidemunt,
1741,Beatriz Vallejos,Q12156117
1742,Shala Miller,
1743,Corinne Butta,
1744,Abril Castillo,
1745,Chiara Carrer,Q48803636
1746,Pili the Kid,
1747,Zachary Norman,Q122974645
1748,Everything is Collective (Group of artists),
1749,Mīlād Parvaz,
1750,پروز، ميلاد,
1751,Anne Sophie Merryman,
1752,Miki Soejima,Q133617231
1753,Titihoon,
1754,Lejana,
1755,Mathieu Baillif,Q3298637
1756,Ela Matilda,
1757,Fernando Calvi,
1758,Ilustrado & Diagramado Por Kaoskidz,
1759,Perito Señor,
1760,1991- Waibe,
1761,Iván Riskin,
1762,José Sainz,
1763,Ashley Minner,Q120966413
1764,Sean Scheidt,
1765,"Jonathan Safran, 1977- Foer",
1766,creada por Athos Pastore,
1767,Giuseppe Gerardo Camaño Pagniez ; ilustraciones,
1768,Ernán,
1769,Catalina Schliebener Jorge Opazo,
1770,Ferner von Rosa,
1771,Giovanni Faldella,Q3767192
1772,Estado de Limbo,
1773,Juan Puerto ; editado por Wendy Niev ilustraciones,
1774,Maelitha,
1775,Lui Mort,
1776,Diego Crux,
1777,Jazmin Varela,
1778,Júlia Barata,Q114991214
1779,Alfonso Bató,
1780,Daniela Ruggeri,Q137089406
1781,Juan Turdera Bandín,
1782,Xoana Tessandori Maite Diorio,
1783,Lukaza Branfman-Verissimo,Q117858812
1784,O. Schrauwen,
1785,Ghor Bosch,
1786,Pablo Delcielo,
1787,Sole Otero,Q52520634
1788,Muriel Frega,Q133601024
1789,Malu Duque,
1790,Marco Tóxico,Q65310750
1791,ConyLu,
1792,"Edka, et al. Jarząb",
1793,Godofredo Fink,
1794,Gory,
1795,Jose Luis Morales,
1796,Susan E. King,Q28484530
1797,Alana Hunt,
1798,Eric Oglander,
1799,Nicolás Mealla,
1800,Pedro E Mancini,Q96054684
1801,edición: Clara Esborraz y María Virginia Molinari,
1802,Diego Hómez,
1803,Tuti Curani,
1804,Diana Wechsler edición: Gabriel Bitterman ; textos: Claudio Ongaro Haelterman,
1805,Mariana Papagni,
1806,Juani Navarro,
1807,José Sanín,
1808,Luis David Morán,
1809,Juan Bautista Peiró Javier Arjona ; texto,
1810,arte: Daja Do Rosario ; texto: Goyo Desgarennes,
1811,JazminBadia,
1812,Issa,
1813,ilustraciones y texto ; Alexis Kawabonga Mitzy Juárez,
1814,Edgar Cobián,Q123175734
1815,Pako Altamirano,
1816,edición Alexis Kawabonga,
1817,Gabrielle Nicolás Peor,
1818,Are you a cop or what?,
1819,Anna G,
1820,Martín Lietti,
1821,realizado por Leandro Pereyra y Marcos Crescimone,
1822,Pablo Boffelli,
1823,Ana Silva Fry,
1824,Alfredo M. Bonanno ; translated by Jean Weir,
1825,Oscar Chan Yik Long,
1826,by Nancy C. Sampson,
1827,Jen Hoyer and Josh MacPhee,
1828,Asia Bazdyrieva artists and writers,
1829,Ciara Callaghan ; designed and illustrated by Rosie Wainwright; edited by Laura Moseley and Chris Shortt,
1830,Celina Eceiza,
1831,La Dïéresis (Firm),
1832,Emiliano Álvarez,
1833,Richard Purdy,
1834,Oboro (Gallery),
1835,Colette Tougas,Q104706052
1836,Christian Boltanski,Q705225
1837,Anton Würth,Q95288974
1838,Shinro Ohtake,Q11438412
1839,Margot Lovejoy,Q6760685
1840,Dennis Bernstein,
1841,Warren Lehrer,Q20657178
1842,Norman Ogue Mustill,
1843,Shirana Shahbazi,Q12054190
1844,Manuel Krebs,
1845,Kunsthalle Bern,
1846,Helen Mirra,Q21066907
1847,Katrien Blauwer,
1848,|publisher Redfoxpress,
1849,Lisa Bowes,Q13408136
1850,Ray DiPalma,Q7297397
1851,Dina Scheel,
1852,"Amy ""Bonk"" Johnston",
1853,various,
1854,Gerhard Richter,
1855,Peter Fischli,
1856,David Weiss,
1857,[Anonymous],
1858,Bob Walters,
1859,Attila Kovacs,
1860,Mike Slack,
1861,Judy M Anderson,
1862,Maurizio Nannucci,Q1911626
1863,Fulvio Salvadori,Q139058594
1864,Douglas Holleley,Q131684555
1865,Visual Studies Workshop,
1866,Suzanne Santoro,Q30029074
1867,Antonio Oviedo,
1868,|publisher La Sofía Cartonera,
1869,Julio Garduño Cervantes,
1870,Ratona Cartonera,
1871,Rio Taylor,
1872,Joni Lee Mabe,
1873,Paul Trautwein,
1874,Lisa Baumgardner,Q77349935
1875,Alex Aceves Bernal,
1876,Irene Siegel,
1877,Philip Gallo,
1878,Paul Eipper,Q2059405
1879,Robert Filliou,Q469833
1880,Daniel Spoerri,Q123487
1881,رولاند توپور,Q550806
1882,Vera Spoerri,
1883,George F. Maciunas,Q106693151
1884,David Tremlett,Q763686
1885,organised Andrew Forster,
1886,Visual Studies Workshop Press.|,
1887,Danielle McCoy,
1888,Steven Evans,
1889,Mary Jean Kenton,Q113091957
1890,Inc | Printed Matter,
1891,Ann Chapman Scales,
1892,José Martí,
1893,Agustina Ponce,
1894,H. Terry Braunstein,
1895,Johanna Rogers,
1896,design,
1897,Walter Nikkels,Q2545650
1898,Sara Press,
1899,Mario Merz,Q698877
1900,illustrations Maurice Novembre,
1901,Kevin Power,
1902,Judy Gelles,
1903,Barbara Kruger,
1904,Alison Knowles,
1905,Turi Werkner,Q22003221
1906,Jarosław Kozłowski,Q11720901
1907,Jerzy Nowakowski,
1908,Sergei Yesenin,Q31628
1909,Juan Luis Hernández Milián,Q139104502
1910,Miles DeCoster,
1911,Jiří Skála,
1912,Tranzit (Organization),
1913,Montage 93: International Festival of the Image,
1914,Luis Chaves,
1915,Eloísa Cartonera,
1916,Steve Seidel,
1917,Lori Christmastree,
1918,Leonard Koren,Q18345974
1919,蓋瑞·潘特,Q1351201
1920,|publisher Ediciones Vigía,
1921,Joost A. Romeu,
1922,George Griffin,
1923,Iain Baxter,
1924,Miguel Florián,
1925,Rafael Iglesias,
1926,1971- Sequeiros,
1927,Malady of the Nervous Century,
1928,Alison Byrnes artist,
1929,Elizabeth McDade,
1930,Zoe Beloff,Q15120962
1931,Charles Nypels Lab,
1932,Fred Hagstrom,Q62051847
1933,Strong Silent Type Press,
1934,Claire Moore,
1935,"Valerio, 1972- Spada",
1936,"Tobias, 1973- Zielony",
1937,Ursula Blickle Stiftung,
1938,Heather Buechler,
1939,Ursula Schulz-Dornburg,Q1718737
1940,"Wolfgang, 1955- Scheppe",
1941,Carolyn Drake,
1942,"Nersys, 1936- Felipe",
1943,"Pablo, 1904-1973 Neruda",
1944,"Yani, 1957-2019 Pecanins",
1945,Museo de Arte Carrillo Gil,
1946,"Rabindranath, 1861-1941 Tagore",
1947,Carilda Oliver Labra,Q5039557
1948,"Eduardo, 1914-1992 Anguita",
1949,"José Jacinto, 1814-1863 Milanés",
1950,Erick Ortega Villazón,
1951,"José Manuel, 1966- Espino Ortega",
1952,Adrián Milián,
1953,Luis Arangurí,
1954,Paul Shortt,
1955,Kenneth Goldsmith,
1956,"Maliyel, 1964- Beverido",
1957,"Fabricio, 1954- Vanden Broeck",
1958,Daniel Zetina,
1959,Astrolabio Editorial,
1960,"Peter Happel, 1977- Christian",
1961,"Liz, 1978- Sales",
1962,Sara Skorgan Teigen,Q30325778
1963,La Sofía Cartonera,
1964,Dalia Rosetti,Q139036217
1965,"Roxana, 1962- Páez",
1966,Luciano Lamberti,
1967,Ratona Cartonera,
1968,"King of Texcoco, 1402-1472 Nezahualcóyotl",
1969,Pablo Larreta,Q126182801
1970,"Juan, 1941- Cavallero",
1971,Manuel Illanes,
1972,Bill Fick,
1973,"Helen, 1955- Sear",
1974,Oriel Davies Gallery,
1975,Fabián Zanardini,
1976,Joshua Edwards,
1977,Jason Fulford,Q51337486
1978,"Peter J., 1935- Cohen",
1979,Vik Muniz,Q1288454
1980,Seth Lower,
1981,Dan Leers,Q117120038
1982,Samuel Dorsky Museum of Art,
1983,Eugenia Maximova,
1984,"Lorenzo, 1980- Vitturi",
1985,"Sam, 1982- Berkson",
1986,Victoria Halford,
1987,"Steve, 1961- Beard",
1988,Burgess Robinson,
1989,Francisco Orozco,
1990,"Bing, 1955- Xu",
1991,1955- 徐冰,
1992,"Robert, 1965-1999 Blanchon",
1993,Mary Ellen Carroli,
1994,"Connie, 1950- Samaras",
1995,"José García, 1910-1983 Makú",
1996,"Raquel, 1983- Bullón Acebes",
1997,Andrea Rodríguez de la Flor,
1998,Anah R. Macías Vilches,
1999,Abel Figueras,
2000,Hetty Borel,Q86741782
2001,Luis Carmona Horta,
2002,Editorial Cartonera Cartopiés,
2003,Atala Vertiz Alba,
2004,"Martin, 1953-1997 Kippenberger",
2005,"Ramón, 1956- Díaz Eterović",
2006,"Laure, 1978- Prouvost",
2007,"Juan Armando, 1969- Rojas",
2008,"Pilar, 1960- González España",
2009,Sheila Alvarado,Q127165228
2010,Francesca Arce,
2011,"Víctor, 1982- Ruiz Velazco",
2012,Vannessa Andrade,
2013,Sandy Pérez,
2014,Magreb Producciones,
2015,Lustra Editores,
2016,Eline Mugaas,Q11967119
2017,"Siri, 1937- Aurdal",
2018,Oslo Pilot (Organization),
2019,Primary Information (Organization),
2020,Hernán Sansone,
2021,Silueta Ediciones,
2022,Chócolo,
2023,Andrés Felipe Uribe,
2024,"Wilson, 1963- Díaz",
2025,"Amy, 1970- Franceschini",
2026,Renny Pritikin,Q7313358
2027,"Gabriela, 1983- Pinilla",
2028,"Lucas, 1971- Ospina",
2029,Santiago Rueda,
2030,Maria Luque,
2031,Power Paola,Q29073991
2032,"Esteban, 1849-1906 Borrero Echeverría",
2033,Victor Manuel Saldarriaga Guisao,
2034,Diego Roldán,
2035,"Sarah, 1967- Morris",
2036,"Lance, 1956- Olsen",
2037,Andi Olsen,
2038,Beni Bischof,Q24276083
2039,Galerie Fotohof,
2040,Zahra Malkani,
2041,Shahana Rajani,
2042,"Nausheen H., 1964- Anwar",
2043,Shayan Rajani,
2044,Anam Soomro,
2045,Fazal Rizvi,Q112466805
2046,Sarwat Viqar,
2047,"María Isabel, 1972- Rueda",
2048,"Marcos, 1981- Castro",
2049,Kazuma Obara,Q110016887
2050,Leonardo Pilonieta,
2051,Andrew Fedynak,
2052,Crofton Black,Q113728447
2053,Edmund (Photographer) Clark,
2054,"Maurice van, 1984- Es",
2055,Katja Stuke,Q1736668
2056,Flopa Lestani,
2057,"Gabo, 1965- Ferro",
2058,"Manuel, 1982- Tzoc",
2059,Andrea Mármol,
2060,Cecilia Porras Sáenz,
2061,Marilyn Boror,
2062,Suzy Lake,Q7651431
2063,Dazibao (Art gallery),
2064,Debra Singer,
2065,Yūji Hamada,Q64784519
2066,Xavier Corro,
2067,Miju Lee,
2068,Belleza Infinita (Publisher),
2069,"Kate, 1962- Bush",
2070,Aaron Schuman,
2071,Joan Manel Pérez,
2072,"Leymen, 1976- Pérez",
2073,Ghazaal Vojdani Forugh Farrokhzad ; translated from the Persian by Farzaneh Milani ; design,
2074,Humā Dilvarāy,
2075,Īmān Mirsāl,
2076,Jawdat Irīk,
2077,Mahdī Navīd ; ʻaksʹhā va ṭarāḥī-i kitāb: Shahrzād Changlavāyī,
2078,Foad Farahani,
2079,Maryam Farshad,
2080,Rita Alaoui,
2081,Haytham al-Wardānī,
2082,Pouya Sepehr Shadnaz Azizi,
2083,Firānsīs Mākkī,
2084,Francis McKee,Q5481904
2085,Fatima Albudoor,
2086,Manar Moursi,
2087,David Puig,Q112610094
2088,Hedieh Ahmadi,
2089,Bihzād Mutabaḥḥirī,
2090,Behzad Motebaheri,
2091,Conveyor Arts,
2092,"Emily, 1830-1886 Dickinson",
2093,"Salvador, 1962- Lemis",
2094,"Rubén, 1963- Darío Salazar",
2095,"Zenén, 1955- Calero",
2096,"Thomas, 1954- Struth",
2097,Martin Zet,Q13434632
2098,Lukas Birk,Q96391077
2099,Moshtari Hilal,Q115395241
2100,Fraglich Publishing,
2101,Pastora Juajibioy,
2102,Hugo Jamioy Juagibioy,Q16149893
2103,"Brian D., 1945- Tripp",
2104,Valentín Peralta Ramírez,
2105,"Sofia, 1989- Szamosi",
2106,Lorena (Artist) Velázquez,
2107,Vicente J. Guijosa,
2108,Taller de la Lorraine,
2109,Lyall F. Harris,
2110,José Manuel Mateo,
2111,Javier Martínez Pedro,Q18412833
2112,Susan Rhew Design,
2113,Blue Ridge Printing,
2114,Cathy McLaurin,
2115,"Jessica, 1976- Peterson",
2116,"Heather, 1967- Gordon",
2117,Chris Vitiello,
2118,"Blaise, 1887-1961 Cendrars",
2119,Sonia Delaunay,Q232972
2120,"Timothy G. (Timothy Garrett), 1965- Young",
2121,Megan Mangum,
2122,Beinecke Rare Book and Manuscript Library,
2123,Primrose Press,
2124,"Ioulia, 1971- Akhmadeeva",
2125,"Hamed, 1984- Jaberha",
2126,Iowa Center for the Book,
2127,Priscilla G. Smith,
2128,Madeleine St. Romain,
2129,Ice House Press,
2130,Julia Clinker,
2131,Irene Ledwith,
2132,Robin Bernat,
2133,Pat Wagner,
2134,Todd Walker,
2135,"Frank, 1977- Hamrick",
2136,Green Street Press,
2137,Clay Pullen,
2138,Su-Jung Lee,
2139,Jenny (Artist) Swanson,
2140,Andrea Goldman,
2141,Shoham Arad,
2142,Bonnie O'Connell,
2143,Stacey Westbrook,
2144,Katie Burkart,
2145,"Katarina, 1975- Burin",
2146,Matthew Melamed,
2147,Chris Simmons,
2148,Angela Nichols,
2149,Jennifer Cawley,
2150,X-Press (Firm),
2151,Tiffany Glaubitz,
2152,Michael Goodman,
2153,Gary Lee Super,
2154,Visual Studies Workshop Press.|,
2155,"Peter, 1980- Puklus",
2156,Marina Ivanova Tsevetaeva,
2157,Ilya Shambat,
2158,Francesca C. Capone,
2159,Mairéad Byrne,Q6736954
2160,Printed Matter,
2161,Robbie McClaran,
2162,Or.) Nationale (Portland,
2163,"Carol June, 1954- Barton",
2164,Adam Golfer,
2165,"Sylvain, 1983- Couzinet-Jacques",
2166,Inc. Aperture,
2167,Larry Sultan,Q1806120
2168,"Barbora, 1980- Baronová",
2169,"Dita, 1973- Pepe",
2170,Ringling College Letterpress and Book Arts Center,
2171,Boxcar Press,
2172,"Nick, 1984- Marshall",
2173,Gusmano Cesaretti,Q5620918
2174,Elsa Cross,Q5367397
2175,Salvador Pizarro,
2176,Ediciones Los quehaceres del ocio,
2177,José Murciano,
2178,Azul Añil (Workshop),
2179,Luz María Ruiz,
2180,"Teresita, 1930-2013 Fernández",
2181,"Wayne, 1946- Grinstead",
2182,"Yeilén, 1990- Delgado",
2183,"Alejandro, 1974- Ponce",
2184,Estela Ación,
2185,"Margaret, 1936- Randall",
2186,Barbara Byers,
2187,Freddy García Azze,
2188,Tatiana Zúñiga Góngora,
2189,Manuel Arias Silveira,
2190,"Édouard, 1811-1883 Laboulaye",
2191,Cuadernos Papiro (Firm),
2192,Chloe Sells,
2193,"Robert, 1981- Beatty",
2194,Sergio Pesutić,
2195,E. Tonatiuh Trejo Gómez,
2196,C'est un livre,
2197,Cupagu,
2198,"Bill, 1854-1949 Traylor",
2199,Axolotl Editorxs,
2200,Ethan Rafal,
2201,Nell Booker,
2202,Patricia Malarcher,Q106629643
2203,Ian D. Warren,
2204,Rawan Alferaehy,
2205,Magdalena Cordero,
2206,Marisol Ardon,
2207,Sara A. Friedman,
2208,Marginalia Press,
2209,Corcoran College of Art Design,
2210,"Sara E. (Sara Elizabeth), 1985- White",
2211,Alluvium Press,
2212,Small Craft Advisory Press,
2213,University of Alabama Book Arts Program,
2214,Betty Árbol,
2215,Clara-Iris Ramos,
2216,Paloma Blanco,Q21506180
2217,Nowhereman Press,
2218,Aran Santamaria,Q122331648
2219,Jesse Harding Freeman,Q106889109
2220,Evelyn Eller,
2221,Craig Dennis,
2222,Sterling and Francine Clark Art Institute Library.|,
2223,"Susan, 1969- Cianciolo",
2224,Marcelo Krasilcic,Q111832037
2225,"Ari, 1957- Marcopoulos",
2226,P.S. 1 Contemporary Art Center,
2227,Distributed Art Publishers,
2228,Collier Schorr,Q5147176
2229,Jocelyn Miller,
2230,Johanna Drucker,Q6216361
2231,Urs Lüthi,
2232,Elke Kilga,
2233,De Appel,
2234,Alan Stone,
2235,and bound Alex Appella,
2236,Mei-Ling Hom,Q73018419
2237,Nabhan,
2238,Stafford,
2239,Prêntice,Q10355028
2240,Risseeuw,
2241,K. J. Miller,
2242,Alex Appella,
2243,Cremona Foundation,
2244,Bill Burke,
2245,Susan Hensel,
2246,Babette Katz,
2247,Nancy Kuhl,
2248,Wild Hawthorn Press,
2249,Tom Gormley,
2250,Ken Campbell,
2251,J. Waldo,
2252,Giovanni Anselmo,Q637274
2253,text,
2254,Paul Oratofsky,
2255,A. S. C Rower,
2256,art,
2257,April Vollmer,Q110804183
2258,Ulrike Stoltz,Q137132407
2259,translated into English Karin Nedela,
2260,Priya Pereira,
2261,Maliyel Beverido,
2262,Fabricio Vanden Broeck,Q94508209
2263,Masumi Shibata,Q133587742
2264,Mariona Barkus,
2265,Patrick Blackwell,
2266,Alisa J Golden,
2267,LeÃ³n Ferrari,
2268,Kyoko Matsunaga,
2269,Igor Kopystiansky,Q27199369
2270,Johannesburg Art Gallery,
2271,Johannesburg Biennale (2nd : 1997),
2272,Sara Rechsteiner,
2273,and designed Suzanne Lacy,
2274,Watford School of Art,
2275,Timothy C Ely,
2276,George Gessert,Q264384
2277,Edward Earle,
2278,Kate Glicksberg,
2279,Piotr Orlov,
2280,Pat E. Patterson,
2281,Everyartist,
2282,Tina Cohen,
2283,Diane C Prochownik,
2284,Amanda Mastrovita,
2285,Ian Finlay,
2286,John Hilliard,
2287,Hedi Kyle,Q29167532
2288,organized Isaacs Gallery,
2289,Toronto,
2290,introd David Bourdon,
2291,Jeffrey Isaac,
2292,Sarah (Sarah Herrick) Bryant,
2293,Richard Prince,
2294,Peter R Thomas,
2295,Jessica Peterson,
2296,Borja de Pedro,Q118816872
2297,artwork Miriam Shapiro,
2298,paper structure,
2299,Anna Wolf,
2300,Ralph Humphrey,
2301,James Casebere,Q3160975
2302,Horst Haack,Q95251890
2303,Adon Peres,Q133688798
2304,Carlos Esquivel Guerra,Q139064081
2305,Amsterdam (Netherlands),
2306,Stedelijk Museum,
2307,Lawrence Kohlberg,Q311745
2308,Jean Piaget,Q123190
2309,Carol Gilligan,Q284025
2310,Susan kae Grant,Q133505233
2311,June Adler,Q108489800
2312,Lyle Rosbotham,
2313,Carol Schwartzott,Q108715894
2314,Herménégilde Chiasson,Q930987
2315,M. J. Connors,
2316,Joseph Beuys,Q153965
2317,Martha Hellion,Q19664696
2318,Kathi Beste,
2319,Center for Book & Paper Arts Columbia College,
2320,Jordan Knecht,
2321,Kaitlin Kostus,
2322,Nuria Díaz Ibáñez,
2323,Ben Bertin,
2324,Linda Montano,Q6551843
2325,Art/Life Institute.|,
2326,Xolani Mlambo,Q58790012
2327,Gray Fraser,
2328,Atlanta College of Art printmaking class,
2329,Betsey Davids,
2330,Rebis Press,
2331,Wally Depew,Q123785990
2332,Marcel Broodthaers,
2333,Hanne Darboven,Q443732
2334,Phyllis Cairns,
2335,Ron King,
2336,Circle Press,
2337,Amos Paul Kennedy,
2338,Annie Dunning,
2339,David Pelham,Q113489539
2340,Claire Masters,
2341,Sarah Nelson,
2342,cphotographs,
2343,Balsa Gobovich,
2344,text authors: Reidun Ovrebo,
2345,Kincaid Blackwood,
2346,Michel de Bona,
2347,Elena Mzhelskaya,
2348,Ivan Dukic Varvara Ponomareva,
2349,Augusto de Campos,Q2871712
2350,André Breton,
2351,Marcel Duchamp,
2352,Galerie Daniel Cordier,
2353,Hans-Peter Feldmann,Q471419
2354,Wolfgang Breurs,
2355,"Alexander, 1936- Hollweg",
2356,Bernard Jacobson Gallery,
2357,Warja Lavater 1913-2007,
2358,Adrien Maeght Arte,
2359,Alexander Moysaenko,
2360,Mary Clare Butler,
2361,Brandon (Brandon S.) Graham,
2362,Willa Goettling,
2363,Gato Negro Ediciones,
2364,Ulises Carrión 1941-1989,
2365,Juan J. Agius,Q106685627
2366,Alexis Dos Santos,Q2834494
2367,Che Huber,
2368,Izet Sheshivari,Q28537639
2369,Boabooks,
2370,Theo Deutinger,
2371,Rami Karim,Q65555182
2372,Wendy's Subway,
2373,Emmanuel García,
2374,"Demián, 1971- Flores Cortés",
2375,Mardonio Carballo,Q30917111
2376,Duplicadora (Firm),
2377,"Natascha, 1968- Sadr Haghighian",
2378,Abeera Kamran,
2379,Saad Khan,
2380,"Pavel, 1970- Jurda",
2381,"Roman, 1983- Franc",
2382,Milan Nedvěd,Q112458831
2383,Sylva Ficová,Q97924781
2384,Michael (Translator) Beauchamp,
2385,Slezská univerzita v Opavě. Institut tvůrčí fotografie,
2386,Joan X. Vazquez,
2387,"Alphonse, 1854-1905 Allais",
2388,Benoit Grimalt,Q99476822
2389,"Dan, 1940- Rose",
2390,Richard Harrington,
2391,Laurie Churchman,
2392,Pure Theory Publishing Co.,
2393,"Dana, 1940- Carroll",
2394,Clotilde Lauwerys,
2395,Repertory Livres Publishing House,
2396,Martin (Photographer) Thomas,
2397,"Matthew, 1975- Robertson",
2398,Hazel Grainger,
2399,Clare (Book artist) Day,
2400,Conor Wilson,
2401,Tom Sowden,
2402,"Ill.). Center for Book, Paper and Print Columbia College (Chicago",
2403,Clyde McGill,
2404,April Sheridan,
2405,Hatch Show Print (Firm),
2406,"Amira, 1983- Aranda",
2407,Oskars Perro,Q7106968
2408,"Paulina, 1984- Suárez",
2409,Petr Nikl,
2410,Vladimír Vimr,Q95137767
2411,Jessica Spring,
2412,sweet pea (Bookseller),
2413,Springtide Press,
2414,Antonio Guerra González,
2415,Isabel Vázquez,
2416,E Tonatiuh Trejo,
2417,Fabián Guerrero,
2418,Gerardo Madera,
2419,"Sylvia, 1991- McNamara",
2420,"Aram Han, 1986- Sifuentes",
2421,Ishita Dharap,
2422,"Devin Troy, 1986- Strother",
2423,Yuri Ogita,
2424,Coloured Publishing,
2425,"Kikuji, 1933- Kawada",
2426,"Kōhei, 1932- Sugiura",
2427,"Toshirō, 1935- Ishio",
2428,Akio Nagasawa Publishing,
2429,Tōkyō Inshokan,
2430,1933- 川田喜久治,
2431,1932- 杉浦康平,
2432,"利郎, 1935- 石尾",
2433,東京印書館,
2434,"Krištof, 1973- Kintera",
2435,Juraj Horváth,
2436,Baobab Books (Firm),
2437,Dave Buchen,
2438,Melissa Wagner-Lawler,
2439,Carrie Ann Plank,
2440,Hanoi Pérez,
2441,Adie Megan,
2442,Kleyver Cruz Hernández,
2443,Evelia Sandoval U.,
2444,Fundación Centro Cultural del México Contemporáneo,
2445,Alan Yurem Hernández Pérez,
2446,Monica McKelvey Johnson,Q55106153
2447,Miguel Ángel (Miguel Ángel Hernández Pradilla) Hernández,
2448,Iter Intergalactic,
2449,"Jorge, 1978- Parras",
2450,"João Pedro, 1957- Messeder",
2451,Ana Biscaia,
2452,Arturo Alejandro Gutiérrez de Lucio,
2453,Sherrie Levine,Q319569
2454,"Katja, 1984- Novitskova",
2455,Kunstverein in Hamburg,
2456,"Ben, 1983- Alper",
2457,Flat Space Books,
2458,Dayanita Singh,Q1844647
2459,Aveek Sen,Q125397123
2460,Gerhard Steidl,
2461,Malpaís Ediciones,
2462,"Chris, 1964- Buck",
2463,"Lisa Anne, 1967- Auerbach",
2464,Julian Richards,
2465,Hye-ryŏng Min,
2466,Datz Press,
2467,민혜령,
2468,Nigel Peake,
2469,Svarti Ediciones,
2470,"Marcos, 1966- Trinidade",
2471,MMMNNNRRRG,
2472,UDESC (University). Programa de Pós-graduação em Artes Visuais,
2473,Magdalena de San Jerónimo,Q42892757
2474,Laagencia,
2475,Colombia) Escuela de Garaje (Bogotá,
2476,Eduardo (Book artist) Arias,
2477,Maria João Worm,
2478,Quarto de Jade,
2479,Elias Gato,
2480,"Arkadiĭ, 1881-1925 Averchenko",
2481,Koro Chian,
2482,Andrei Dudka,
2483,Mikhail Jaivolovich,
2484,"Аркадий, 1881-1925 Аверченко",
2485,Rodrigo Téllez Repetto,
2486,Buró-Buró Officina de proyectos culturales,
2487,"Valeria (Giraldo Restrepo), 1989- Giraldo",
2488,Jardin Publicaciones,
2489,"Aaron, 1982- Hegert",
2490,Jason Lukas,
2491,Jon Beacham,
2492,Brother in Elysium (Private Press),
2493,Sarah Crowner,Q19665209
2494,Lucas Blalock,Q43127573
2495,"Matthew, 1981- Craven",
2496,Anthology Editions,
2497,"Bruno, 1942- Mazzoldi",
2498,Salón Nacional de Artistas (Colombia),
2499,Jardin Publicaciones,
2500,Carlos Martínez Rentería,Q113951196
2501,Sindicato de Editores Independientes,
2502,Inês Bonduki,
2503,Marcelo Segreto,
2504,Tatiana Tatit,
2505,Tempo d'Imagem (Firm),
2506,"Crystal Z., 1980- Campbell",
2507,Anita K. Milroy,Q136377519
2508,Alan D. Caesar,
2509,Stephen A. DeSantis,
2510,"Tim, 1961- Mosely",
2511,charlesRYANlong,
2512,Philip Zimmerman,
2513,Pablo (Artist) Peña,
2514,Alfredo Greñas,Q111737851
2515,"Luiza, 1973- Leite",
2516,Tatiana Podlubny,
2517,Marrytsa Melo,
2518,Nano Editora,
2519,Publicaçoes Iara,
2520,Fada Inflada,
2521,Ardan Özmenoğlu,Q97237473
2522,Europapier (Firm),
2523,Philipp Schmitt,
2524,Bromide Publishing House Ltd.,
2525,Richard Seibert,
2526,Calif.) Two Hands Press (Los Angeles,
2527,Mark Kelner,
2528,Christopher Kardambikis,
2529,"Tim, 1981- Schwartz",
2530,Casey (Artist) Cook,
2531,Miniature Garden,
2532,"Sofia, 1984- Borges",
2533,Tom Killion,
2534,Tom Scarpino,
2535,Kala Art Institute,
2536,Chris Maddox,Q64707996
2537,Denise Bookwalter,Q117086168
2538,A. B. Gorham,Q62026042
2539,Kyle Anthony Clark,
2540,Karen Baldner,Q95751534
2541,Drew Cameron,
2542,Combat Paper Project,
2543,Library of the Printed Web,
2544,"Rafaël, 1980- Rozendaal",
2545,"Chris, 1983- Drange",
2546,Hochschule für Bildende Künste Hamburg,
2547,Thiago Honório,
2548,Mabe Bethonico,Q55236144
2549,"Marilá, 1973- Dardot",
2550,Rodrigo Moura,
2551,"Francisco, 1940- Toledo",
2552,"Natalia, 1967- Toledo Paz",
2553,Víctor Cata,
2554,Alejandra (Author of Aburrida en Bouveret) Maldonado,
2555,Mario Maple,
2556,Maquinucha ediciones,
2557,Flávio Vignoli,
2558,Tipografia do Zé,
2559,"Fernando, 1888-1935 Pessoa",
2560,"Lais, 1974- Myrrha",
2561,Hilton Als,Q5764481
2562,"Nat, 1983- Ward",
2563,There Now (Firm),
2564,"Mark, 1951- Katzman",
2565,Susan Kress,
2566,"Brad, 1953- Brace",
2567,"Lynn, 1954- Marshall-Linnemeier",
2568,"Melanie, 1951- Pavich-Lindsay",
2569,"Lisa, 1951- Tuttle",
2570,"Deborah, 1948- Willis",
2571,Daina Ramey Berry,Q95189867
2572,Carol Munder,
2573,Burning Editions,
2574,Michael Corris,Q6829477
2575,National Endowment for the Arts,
2576,Atlanta (Ga ) Bureau of Cultural Affairs,
