creatorID,name,wikidata identifiers
5298,Tina Lhotsky,Q117120085
5299,Kurt Johannessen,
5300,Jake Dingman,
5301,Sam Dingman,
5302,Elisabeth Tonnard,Q18294660
5303,J. A. B. Books,
5304,Silvia Kolbowski,Q19664500
5305,Adriana Botez Crainic,
5306,Mariea Petcu,
5307,Marius Jucan,
5308,Adriana Botez Crainic,
5309,Gianfranco Gorgoni,Q41253902
5310,Libby Clarke,
5311,Clifton K. Meador,Q94648471
5312,Practical Appliance,
5313,Yoko Ono,
5314,Turkey Press,
5315,Sarah Peter,
5316,Daniel E Kelm,
5317,realisiert in der Galerie Krinzinger,
5318,Innsbruck,
5319,bei Christian Hanussek,
5320,Frankfurt am Main,
5321,Pauline Baughman,
5322,Rafael Rodríguez,
5323,Fraje Watson,Q62831611
5324,Candace Braden,
5325,Rodney Werden,Q55219271
5326,Graciela García,
5327,Pola Illéry,Q459912
5328,Naughty Dog Press,
5329,Susan E. King,Q28484530
5330,Women's Graphic Center,
5331,Thomas Clarkson,
5332,Abigail Mott,
5333,Harmony Korine,Q528949
5334,Borowsky Center for Publication Arts,
5335,J. | Mohns,
5336,Lustra Editores,
5337,|publisher Magreb Producciones,
5338,Víctor Ruiz Velazco,
5339,Aaron Marcus,
5340,Jennifer Grimyser,
5341,Werner Pfeiffer,
5342,Charles Simic,Q722555
5343,Daniela Camacho,Q98489542
5344,Natalia Litvinova,Q107567750
5345,Jeri Robinson,
5346,Ana Devis,
5347,Colombia)| Arte Dos Gráfico (Firm : Bogotá,
5348,Carlos Ranc,Q94409838
5349,Hetty Borel,Q86741782
5350,Chan K'in,
5351,Taller Leñateros,
5352,Christo,
5353,P Polk,
5354,Luis González Arestuche,
5355,William S. Burroughs,
5356,Sterling and Francine Clark Art Institute Library.|,
5357,Andre Dupuis-Bourret,
5358,Coleman & Powell,
5359,Marie Marcano,
5360,Veronica Oritz,
5361,Bienes Museum of the Modern Book,
5362,Florida Center for the Book,
5363,Florida Artists' Book Prize,
5364,Dr. Alderete,
5365,|photographer Inmensidades,
5366,|publisher Profundo,
5367,Tristano Di Robilant,
5368,Nancy L. Marshall,Q37379003
5369,O. O. Magazine/Gallery,
5370,John Greer,
5371,Maximilian Kempe,
5372,Joe McKay,Q100882844
5373,Monika Wehrenberg,
5374,Janice Snyder,
5375,Rosa Luxemburg,Q7231
5376,Jud Fine,Q1710844
5377,Reynaldo García Blanco,Q139104756
5378,N. Y. )| O. K. Harris Gallery (New York,
5379,Marilyn R. Rosenberg,Q108897531
5380,Kristín Guðbrandsdóttir,Q16419196
5381,M. R. Rosenberg,
5382,Bob Abrahamson,
5383,Sue Bucholz,
5384,Robert Warhover,
5385,Purgatory Pie Press,
5386,Elin Slavick,
5387,Roberta Allen,
5388,Juan Ugalde,
5389,Amanda Dumas-Hernandez,
5390,Dexter Sinister (Group of artists),
5391,Belleza Infinita (Publisher),
5392,|printer Kala Art Institute,
5393,Dörte Eissfeldt,
5394,Jennifer Schulman,
5395,created Scott McCarney,
5396,Karen Donovan,Q112155634
5397,Oat City Press,
5398,Adislen Reyes Pino,
5399,Suze Rotolo,Q439920
5400,Jim Miller,
5401,Raquel Bullón Acebes,
5402,Jay Critchley,
5403,Larry Jens Anderson,Q94647483
5404,Ann-Marie Kennedy,Q112358115
5405,Federico Krampack,
5406,Liam O'Gallagher,Q16745019
5407,Judith Helles Magill,
5408,Michael Jacobs,
5409,Galerie Fotohof,
5410,Lin Charlston,
5411,Phyllis Bilick,Q117118051
5412,Alan John Schmidt,
5413,Shinro Ohtake,Q11438412
5414,Yamantaka Eye the final e in eye is reversed,
5415,Arturo Carrera,Q4801714
5416,Christien Meindertsma,Q12270277
5417,Katherine Rosmalen,
5418,Joel Gethin Lewis,
5419,Jes Petersen,Q1688032
5420,Piero Manzoni,Q472756
5421,Jorge Pirozzi,
5422,Douglas Stockdale,
5423,Rudy VanderLans,Q3446813
5424,Steve Baker,Q133219157
5425,Jenny Hughes Swanson,Q113721321
5426,Rodney Sanches,
5427,|issuing body Dazibao (Art gallery),
5428,Rebecca L. Freeman,
5429,William INolan,
5430,Erika Adams,
5431,Eating Dog Press,
5432,George Blakely,
5433,Kenneth S. Tydings,
5434,Michael Becotte,Q55218931
5435,Papo Colo,Q7133045
5436,Jeanette Ingberman,Q81233145
5437,David Horvitz,Q5235155
5438,Paul Harris,
5439,Henri Schoup,Q22330649
5440,Kim Gordon,
5441,Jim Snitzer,Q108041240
5442,Luca Vitone,Q3838316
5443,Cal Kowal,Q55217828
5444,John Chamberlain,
5445,Masashi Kawamura,
5446,James Petrillo,Q6141202
5447,Charles Barber,
5448,Manuel Darío García de Zayas,
5449,Reumann,
5450,Henry C. Barkley,Q115970211
5451,Albert Ràfols-Casamada,Q2607849
5452,Ryan Arthurs,
5453,Rafał Sikora,Q58433685
5454,Yeilén Delgado,
5455,Elizabeth Pendergrass,
5456,John Hastings,
5457,James Hajicek,Q108041230
5458,Sue Ann Robinson,Q116856833
5459,National Museum of Women in the Arts (U.S.),
5460,Queen Beach Printers,
5461,Celine Duval,Q99481534
5462,Mathieu Renard,Q99460870
5463,Futai,
5464,Milagros Torre,
5465,Bay Area Daddaists,
5466,Art Hazelwood,Q55218898
5467,Adèle Duval,
5468,Jackie Borsanyi,
5469,Robin Kahn,
5470,Mimi Somerby,
5471,S.O.S. Int'l,
5472,B.R.A.T. (Organization),
5473,Minnesota Center for Book Arts,
5474,Aimee Lee,
5475,Laurie Spitz,
5476,Joanna Ruocco,Q19519292
5477,Rafael Iglesias,
5478,Vibe Bredahl,Q12340860
5479,Gino Gini,
5480,Henry James Korn,
5481,Steven C. Daiber,
5482,Norberto Marrero,
5483,Red Trillium Press,
5484,Christopher Williams,
5485,Elizabeth Castaldo,
5486,Helen M Brunner,
5487,|publisher Maquinucha ediciones,
5488,Laura Mandelik,
5489,Patrik Keim,
5490,Maria Tatar,
5491,Pattie Belle Hastings,Q116822169
5492,Carolyn Leigh,
5493,Nancy Goldenberg,
5494,Jamie Gonzalez,
5495,Klaus Staeck,Q90955
5496,Jim Goldberg,Q3178808
5497,Susan Meiselas,Q274604
5498,Paolo Pellegrin,
5499,Mikhael Subotzky,Q18637934
5500,Ginger Gail Strand,
5501,Emmet Byrne,
5502,Michael Aberman,
5503,Rudy VanderLans,Q3446813
5504,|author Chócolo,
5505,Gwen Widmer,
5506,Rodrigo Simancas,
5507,Aart van Barneveld,Q106688859
5508,Stan Kaplan,
5509,Colectivo Amable,
5510,Gabriel Pomerand,Q3093915
5511,Andrew A. McLaren,
5512,Ruth Lingen,Q116844001
5513,Dr. Jackie Batey,
5514,Susan Cianciolo,Q27950844
5515,Distributed Art Publishers,
5516,Sandra Lerner,
5517,Jeff Potter,
5518,Smith Magic Collection (Brown University),
5519,John Kupersmith,
5520,Gabriela Iancu,
5521,Roman Opałka,Q451015
5522,created members of the Typography,
5523,the Book Arts class at Scripps College under the supervision of Prof Kitty Maryatt,
5524,David Abel,
5525,Ill Columbia College,
5526,Flat Publications,
5527,Peter Grass,
5528,Adam Chodzko,Q4678849
5529,Book Works (Organization),
5530,Katherine Glaser,
5531,Sara White,
5532,|printer Alluvium Press,
5533,La ) | Batture Dwellers Association (New Orleans,
5534,Elizabeth Cousins | Rogers,
5535,Small Craft Advisory Press,
5536,University of Alabama Book Arts Program,
5537,Alisa J Golden,
5538,die verwendeten Szenen und Objekte wurden von den KÃ¼nstlerinnen Daniela Deeg und Cynthia Lollis in Las Vegas und Baden-Baden fotografiert Die Texte sind ein Auszug aus dem Tagebuch Lew Tolstois vom Juli und ein russisches Sprichwort,
5539,Ann Salwey,
5540,Caroline Powell,
5541,Lauren Herasimtschuk,
5542,Alejandro Cesarco,Q42394347
5543,أرنولف راينر,Q563515
5544,translation JWM Willett,
5545,Rose Smith,
5546,Beatrice Schaforth,
5547,Artists Association Richmond,
5548,Liliana Lukin,Q22570145
5549,Ian Warren,
5550,Corcoran College of Art Design,
5551,|publisher Marginalia Press,
5552,Sarah McDermott,Q136819993
5553,Christina Seeley,
5554,Kris Kyung-Jin Cho,
5555,Reindeer Werk,
5556,Hugo Denizart,
5557,Ruxandra Calaras,
5558,Michael Jones,
5559,Julie A Garcia,Q99417455
5560,Reiner Ruthenbeck,Q1146699
5561,Gerhard Friedrich Kammerer-Luka,
5562,Christian Patterson,Q1081324
5563,Samantha Mosby,
5564,Margot Ecke,
5565,Green Street Press,
5566,University of Georgia,
5567,Tim Head,
5568,Tony Evans,
5569,Bea Licata,
5570,Hugo Lugo,Q139070115
5571,Jorge Volpi,Q1376498
5572,Luke Gray,Q137893482
5573,Klaus Groh,
5574,Luis Arangurí,
5575,Heinz Gappmayr,Q90038
5576,Munro Galloway,
5577,lyrics Matt Smith,
5578,J. Bardwell,
5579,used Anne Emanuel,
5580,July ',
5581,Rebecca Michaels,
5582,M. I. Qureshi,
5583,Elizabeth Sanford,
5584,Siri Aurdal,Q17194517
5585,Oslo Pilot (Organization),
5586,|issuing body Primary Information (Organization),
5587,Facundo Zuviría,
5588,Lucas Fragasso,
5589,Guillermo Sheridan,Q5616271
5590,Ron Grenko,
5591,Catherine Ruane,
5592,Kunsthalle Bern,
5593,William T. Wiley,Q2581047
5594,Kristie Atwood,
5595,William Warren Atwood,
5596,Yara El-Sherbini,Q98601417
5597,Janet Stein,
5598,Kristine T. Bouyoucos,
5599,Barbara Adamson Shaw,
5600,Dennis M. Walsak,
5601,Shelly Andrea Silver,
5602,Edgar Heap of Birds,Q13634229
5603,Sammy Seung-min Lee,
5604,Joshua Bergeron,
5605,Carrie Cooperider,
5606,Sam Erenberg,Q133666230
5607,Gonzalo Millán,Q8964686
5608,Lisa Onstad,
5609,a Better Image Artists for,
5610,James Riddle,
5611,Surabhi Ghosh,
5612,Christian Riese Lassen,Q11299230
5613,Jane Edgecombe,
5614,Pattie Hastings,
5615,Jonathan Farr,
5616,C. Christopher Stern,
5617,eine Manifestation von Daniel Buren,
5618,organisiert vom StÃ¤dischen Museum MÃ¶nchengladbach fÃ¼r die Zeit vom Januar bis Marz,
5619,Francisco Morales-Zamorano,Q94663461
5620,Bryan Kring,
5621,Eric Fischl,Q936534
5622,E. L. Doctorow,Q335232
5623,Yasuo Minagawa,Q11580941
5624,Emily H. Davis Art Gallery,
5625,Alison Byrnes,Q111772495
5626,April Gertler,
5627,James (James Alan) Johnson,
5628,Eric Metcalfe,
5629,Hank Bull,Q24262352
5630,Harold Williams,
5631,Jeff Gibson,
5632,Jeffrey Kastner,
5633,Vida Hackman,
5634,Nicole Cooley,Q7030026
5635,American Antiquarian Society,
5636,Annette Gates,
5637,Rein Jansma,Q106694675
5638,Romaine Perin,
5639,conceived Catherine Michaelis,
5640,shaped Typography students,
5641,Alison Turnbull,
5642,Tom Varisco,
5643,Elliot Ross,
5644,A. R. Penck,Q279088
5645,Brookfield Craft Center.|,
5646,Ed | Hutchins,
5647,Movable Book Society.|,
5648,Julie | Sadler,
5649,Stan Nishimuka,
5650,Arthur Gibbons,
5651,Dario Di Palma,Q3702588
5652,Ray,
5653,Merylyn Tweedie,Q52083789
5654,F. E. Higgins,Q15429348
5655,David Hudson Lefkowitz,
5656,Papierfabrik Zerkall Renker & Söhne,
5657,Robert L. Alexander,Q20749501
5658,Hans Breder,Q5649846
5659,Ken Lum,Q2583093
5660,Noah Scalin,Q7045449
5661,Teresa Eng,
5662,Ignacio Ancona,Q36581297
5663,Pablo Bromo,Q6055838
5664,Tony Viscardi,
5665,Zbyněk Baladrán,Q95217555
5666,Michael Reagan,
5667,Paolo Gioli,Q3362628
5668,Linda Christanell,Q20171422
5669,Bani Abidi,Q23772579
5670,Fine Arts 871,
5671,Patricia Wilson-Adams,
5672,Michelle Bowers,
5673,Cathy Bus,
5674,Robin Metcalfe,Q135779300
5675,Keith Godard,Q17580124
5676,Libby Barrett,
5677,John Nixon,
5678,Henk Fakkeldij,Q24074491
5679,Hannah Taylor,
5680,Liz & Val,
5681,Michael B. Platt,Q61997226
5682,Carol A Beane,
5683,Omar Angulo,Q106406379
5684,Naomi Shihab Nye,Q2896906
5685,Barbara Leah Harman,
5686,Pilar González España,Q23675933
5687,Sarah Jackson,
5688,"author, Davi Det, 1939-1996 Hompson",
5689,Sandra Rowe,Q28871291
5690,design Stacy Wakefield,
5691,writing Zachary Lipez,
5692,photographs Nicholas Zinner,
5693,Carol Fastuca,
5694,1988-|illustrator Asertijo,
5695,Romina Ferrari,
5696,Antonio Dias,
5697,Serge Segay,Q20741903
5698,W. R Johnson,
5699,Marv Bondarowicz,
5700,Carol Barbour,
5701,Rachel Frank,
5702,Nancy Ruth Leavitt,
5703,Michiel Oudemans,
5704,Per Kirke,
5705,Jenny Lin,
5706,Lauren Simkin Berke,
5707,Nancy J Garruba,
5708,Elizabeth Guthrie Foster,
5709,Jan R. Kellett,
5710,Victor Musgrave,Q7926177
5711,Carrie Galbraith,
5712,Cheryl Dunye,Q1070518
5713,A. collaborative exploration,
5714,Peter Puklus,Q133625317
5715,Michael Kidner,Q6831868
5716,Elisabetta Benassi,Q29477870
5717,Melissa McClure,Q56528303
5718,Joshua Alper,Q58227813
5719,Hawley Hussey,
5720,Les Krims,Q15505168
5721,Janet Maher,
5722,Hugh Connelly,
5723,Ziggurat Press,
5724,Nils Norman,
5725,Kurt Caviezel,Q85094632
5726,Jack Shirreff,Q95452008
5727,Stephanie Brody-Lederman,Q28086216
5728,David Park,
5729,Paul Chadbourne Mills,
5730,Alan Michelson,
5731,Cassie Jones,
5732,J. C. Bebout,
5733,Anne Thompson,
5734,Jerry Ferrin,
5735,Jorge Borges,Q3183797
5736,Kenneth Josephson,Q6390284
5737,Frederick Sommer,Q5498754
5738,Jeremy Sigler,
5739,Frances M. Rundlett,
5740,Colin Naylor,Q59529022
5741,Stephen J. Sidelinger,
5742,Mira Schor,Q6872244
5743,Wazhmah Osman,Q108196254
5744,Osman Chuah,Q113772482
5745,Marina Ancona,
5746,Laimah Osman,
5747,Lila Yomtoob,
5748,Nooshin Rostami,
5749,Ustad Sina Goudarzi,
5750,Rābiʻah-ʼi Balkhī,
5751,Princess Zeb-un-Nissa,
5752,Bīdilī,
5753,Artists Guild Oregon Book,
5754,the Book Oregon State Library Center for,
5755,Abigail Hendrickson,
5756,Franc Palaia,Q112116871
5757,Jack Smith,
5758,David Snyder,
5759,Maurice P. Cliffordet,
5760,Götz Adriani,Q103967
5761,Gabriele Di Matteo,Q43129526
5762,Robyn Ewing,Q133695339
5763,Kenward Elmslie,Q6392487
5764,Laure Prouvost,Q15269105
5765,Nicholas Kahn,Q28835701
5766,Richard Selesnick,Q28835702
5767,Barbara Beisinghoff,Q807349
5768,Laia Abril,Q18637082
5769,Ramon Pez,
5770,Charles J. Stanley,
5771,Ray Johnson,
5772,Frances Beatty,Q135111215
5773,Thomas Parker Williams,
5774,"designer, Leslie, 1954- editor Atzmon",
5775,"designer, Ryan, (artist) Molloy",
5776,Art Gallery Eastern Michigan University University,
5777,of Art Eastern Michigan University Department,
5778,|publisher Conveyor Arts,
5779,Drew Matott,
5780,Jenny Snider,Q62057437
5781,Jack Martinelli,
5782,Steven J Bernstein,
5783,Sally Schneider,Q7405285
5784,Stu Horn,Q55128932
5785,Peter Fingesten,Q7173983
5786,Robert Delford Brown,Q7343487
5787,Alexandra Lethbridge,Q107284562
5788,Sarah Nicholls,
5789,Cathy Leaycraft,
5790,Stuart Griffiths,
5791,Erica Harris,
5792,Tanja Jaffe,
5793,Barbara Bosworth,Q24565945
5794,Andrew Beckham,Q127692061
5795,Robert Sabuda,Q327102
5796,Megan Plunkett,
5797,Edward Lear,
5798,Irene Dogmatic,
5799,Roger Palmer,
5800,Inge Bruggeman,Q58364237
5801,INK-A! Press,
5802,Kathy Eldon,
5803,David Brittain,Q116935326
5804,Ronald H. Bayes,Q110152913
5805,Purgatory Pie Press,
5806,John Massey,
5807,Eric Renner,Q112442261
5808,drawings Laurie Klingensmith et al,
5809,plaintiff Ken Friedman,
5810,designed Ronald King,
5811,Patricia Roberts,
5812,Aijung Kim,
5813,Marcia Weisbrot,
5814,Gertrude Jekyll,Q452354
5815,Thomas A. Reinhardt,
5816,Cecily Moon,Q108653387
5817,Oscar Murillo,
5818,Anhaltische Gemäldegalerie Dessau,
5819,Aram Saroyan,Q4783946
5820,Alison Batley,
5821,Aaron Brown,
5822,Helen Frankenthaler,Q235281
5823,Juan Restrepo Rivas,
5824,Guy Himber,
5825,David Jiménez,
5826,Roland Sips,Q29557548
5827,Jan Dierman,Q106314176
5828,Marylee Bytheriver,
5829,created Karen Hardy,
5830,Wallace Stevens,
5831,DH Woodward,
5832,Wolfgang Scheppe,Q112439050
5833,"photographer, Hilary, author Powell",
5834,Blanca Thomas,Q137899557
5835,Silvia Machado,
5836,Keven Fitzgerald,
5837,Diane Fine,
5838,Paideia School,
5839,S. Masone,
5840,Odair Magalhaẽs,
5841,Activity Studio Way of Art/Vivencial,
5842,Heidi Geldhauser,
5843,Eve Fowler,Q23308253
5844,Mary Farmer,
5845,Lindsay Evans,
5846,Marta Baumiller,
5847,Beatriz Pastrana,
5848,Kendra Wiklund,
5849,R. L. Uhlmann,
5850,C. Stars,
5851,Mary Fontaine-Carlson,
5852,Molly Dunbar,
5853,M Porges,
5854,Fintan Friel,
5855,Xoán Anleo,Q20533741
5856,Baco Ohama,Q110830616
5857,Seth Weinhardt,
5858,Barbara A. Roux,
5859,Daniel Buren,
5860,Asertijo,
5861,NaK Ra,
5862,Air Atlanta (Firm),
5863,Atlanta (Ga ) Bureau of Cultural Affairs,
5864,Ga )| Fulton County Arts Council (Fulton County,
5865,National Endowment for the Arts,
5866,Taus Makhacheva,Q4285672
5867,Becky Gaver,
5868,Ian Murray,
5869,Ase Eg Jorgensen,
5870,Frank J. Thomas,Q67842809
5871,Tenfingers Press,
5872,Dan Wynn,Q5214620
5873,Marian Penner Bancroft,Q6761957
5874,Ulay/Marina Abramovic,
5875,Joshua Beckman,
5876,"H, Terry Braunstein with Charlotte Salomon",
5877,Ger van Elk,Q827998
5878,Abigail Austin,
5879,Hannelore,Q75896228
5880,Andrew Losowsky,Q112460478
5881,Benjamin Shaykin,
5882,Charles H. Watts II History of the Book Program,
5883,Bonnie Applebeet,
5884,Elisabeth R. Fairman,
5885,Susan Sontag,Q152824
5886,Howard Hodgkin,
5887,Elizabeth MacKenzie,
5888,Jeanne Randolph,Q23020872
5889,Lawrence G. Van Velzer,
5890,John Gossage,Q3181622
5891,Ludik Rhysis,
5892,Parmenides,Q125551
5893,Richard Zybert,Q133636025
5894,Alyce Santoro,Q133629011
5895,Judith Cohen Margolis,
5896,Frank Manners,Q106929241
5897,Charles Mackay,
5898,San Francisco Art Institute,
5899,Arion Press,
5900,Büttenpapierfabrik Hahnemühle,
5901,Anna Banana,
5902,John Liddell,
5903,David Short,
5904,David Schenck,
5905,Ian Lee,
5906,Christian Walker,
5907,Peter Duffin,
5908,Celina Wieniewska,Q59533416
5909,Calif) Storefront (Gallery : San Francisco,
5910,Paul Lamarre,
5911,Melissa Wolf,
5912,Emily McVarish,Q28445398
5913,Jeremy Schmall,
5914,Sara Parkel,
5915,Philip José Farmer,Q296256
5916,Doris Sjogren Rowe,
5917,Michael Train,
5918,Vija Celmins,Q465777
5919,Carole Caroompas,Q5044669
5920,W. B. Yeats,
5921,Anthony Rice,
5922,Leslie Roitman,
5923,Denny Redman,
5924,Raymond Chandler with Lisa Rappoport,
5925,Lana LaForest,
5926,Katharine Allan,
5927,Nigel Poor,
5928,Jean McGarry,Q6171160
5929,William Cullen Bryant,
5930,Art Larson,
5931,Elena Bouvier,
5932,Burt Porter,
5933,Jeanne-Ann Whitter,
5934,Emilie Clark,
5935,Lytle Shaw,
5936,Jennifer Cawley,
5937,Sue de Beer,Q2363427
5938,Paul Lincoln,
5939,Coracle Press,
5940,Granary Books (Firm),
5941,Mike Kelley,
5942,Pat Wagner,
5943,Carlos Spottorno,Q22962793
5944,David Reed,
5945,Susan (Susan E.) Mills,
5946,Yoshida Mutsuko,
5947,Peter Hutchinson,
5948,Tsang Kin-Wah,Q24871106
5949,Ivan Soll,Q6097521
5950,Rachael Buffington,
5951,Ill ) Center for Book Columbia College (Chicago,
5952,Stephanie Smith,
5953,Neb Geebles,
5954,Emna Zghal,Q99481887
5955,Jonathan Safran Foer,Q359548
5956,Courtney Fairweather,
5957,J. Lo Pinto M,
5958,refugee,
5959,Pamela Paulsrud,
5960,Cremona Foundation,
5961,Jack Pierson,Q2067124
5962,Sara Owen,
5963,Arlene Raven,Q4792169
5964,Jean Rostand,Q287953
5965,Lewis Koch,Q66033747
5966,J. Neimanas,
5967,Veralyn Behenna,
5968,Presentation House Gallery,
5969,Barbara Wien,
5970,Vaughan Oliver,Q2511468
5971,Karel Bofill Bahamonde,
5972,José Rosas Ribeyro,Q5945233
5973,Ioan Bunus,Q111286530
5974,Miguel Calderón,
5975,Tate Shaw,
5976,Little Brown Mushroom (Firm),
5977,Gail Vachon,
5978,Rockonski,
5979,Laura Bellmont,
5980,Charles Bissell,
5981,Rebecca Goodale,
5982,Linda Jones Docherty,
5983,Bowdoin College,
5984,Beth Weiss,
5985,Michele Jamison,
5986,Sandra Turley,
5987,Edie Fake,
5988,R. Fontaine,
5989,Dennis Letbetter,Q107099709
5990,Nucleate Society Vigilae,
5991,Lance Olsen,Q6483502
5992,Laura Ratcliffe,Q6499336
5993,Maxine Prince,
5994,Emily Erb Hartsell,
5995,Gábor Attalai,Q780765
5996,Richard Wilson,
5997,Alec Finlay,Q4714133
5998,William T. Wiley,Q2581047
5999,William Brice,
6000,Nurmuhemmet Yasin,
6001,Jo Going,
6002,Mikis-Theodorakis-Klub,
6003,Gertrude Stein,Q188385
6004,Anne Büssow,Q137131733
6005,Roger Green,
6006,Mark Titchner,Q6770007
6007,Angelika Bliese,Q139252120
6008,Clifton Kirkpatrick Meador,
6009,Maria Finucane,Q75729346
6010,Dr. Jackie Batey,
6011,Sarah Nelson,
6012,Melinda Yale,
6013,Steven Lautermilch,Q94648532
6014,Olaf Nicolai,Q1454803
6015,Sam Houston,
6016,Adie Megan,
6017,Lizzie Ridout,
6018,Norman Shapiro,
6019,Joseph Szabo,
6020,Every Ocean Hughes,Q16216748
6021,John Held,
6022,Erin Malkowski,
6023,Claire Rau,
6024,Lyn Ashby,
6025,Molly Peacock,Q13563281
6026,Written J. Privette,
6027,Images M. McOwen,
6028,Gay Leonhardt,
6029,Michelle (Michelle Katharine) Wilson,
6030,Claude Closky,Q578232
6031,Void Distributors,
6032,Dana Atchley,
6033,Lisa Bloomfield,
6034,Thomas Struth,Q522783
6035,Christof Kohlhöfer,Q1084292
6036,Redaktion,
6037,Marianne Eigenheer,Q23661770
6038,Martin Kunz,
6039,Markus Binner,
6040,Joe Hendrick,
6041,Stephen Gan,
6042,James Kaliardos,
6043,Cecilia Dean,Q30820163
6044,Greg E. Foley,
6045,Samsŏng Chŏnja,
6046,Greg E. Foley,
6047,Inez van Lamsweerde,Q13732604
6048,Vinoodh Matadin,Q15056159
6049,Fritz Balthaus,Q1465590
6050,Universidade Federal de Goiás,
