title,authors,zotero_item_id,google_books_id,google_books_url
"""A declaration of dependence""","Romeu, Joost",9881,fse3HAAACAAJ,https://books.google.com/books?id=fse3HAAACAAJ
"""El joven aprendiz de pintor"" de Joaquín Sabina","Alatriste T., Janitzio; Sabina, Joaquín",16331,k850MgAACAAJ,https://books.google.com/books?id=k850MgAACAAJ
"""Swans, the ice,"" she said","Workshop.|, Women's Studio; Gorrick, Anne; Winika, Cynthia |",9657,QegkAgAACAAJ,https://books.google.com/books?id=QegkAgAACAAJ
"& this is where we can begin, thankfully","Cohick, Aaron",15828,2MZoMwEACAAJ,https://books.google.com/books?id=2MZoMwEACAAJ
&&&,"Carlson, Eric",17124,Jg-UMwEACAAJ,https://books.google.com/books?id=Jg-UMwEACAAJ
(Blu)est-reak,"Leeb, Susan",9957,1Y0-OwAACAAJ,https://books.google.com/books?id=1Y0-OwAACAAJ
"(Ho + go)² = it","Laxson, Ruth",8842,M73yAAAACAAJ,https://books.google.com/books?id=M73yAAAACAAJ
"--It's still privileged art","Condé, Carole; Beveridge, Karl",10887,ygjWAAAACAAJ,https://books.google.com/books?id=ygjWAAAACAAJ
051272,"Fuenmayor, Jesús; Hernández-Santana, Emiliano",11912,9zV-NQEACAAJ,https://books.google.com/books?id=9zV-NQEACAAJ
"100 things with handles","Lewandowski, Simon; Clements, Wayne; Garnett, S. W. (Steve W. )",12067,-RPPMgEACAAJ,https://books.google.com/books?id=-RPPMgEACAAJ
"101 soluciones para salir de la crisis","Fresneda, Andrés; Ríos, Alexander",9890,XLPyoAEACAAJ,https://books.google.com/books?id=XLPyoAEACAAJ
"11 excerpts (1967-1970) = 11 [i.e. onze] extraits (1967-1970)","Bochner, Mel",9982,9WQJOwAACAAJ,https://books.google.com/books?id=9WQJOwAACAAJ
"11 excerpts (1967-1970) = 11 [i.e. onze] extraits (1967-1970)","Bochner, Mel",10366,9WQJOwAACAAJ,https://books.google.com/books?id=9WQJOwAACAAJ
"11.21.11 5:40 p.m.","Misrach, Richard",9920,EIe1nAEACAAJ,https://books.google.com/books?id=EIe1nAEACAAJ
"128 details from a picture (Halifax 1978)","Richter, Gerhard",10908,tLkzAQAAIAAJ,https://books.google.com/books?id=tLkzAQAAIAAJ
"13 books : (notes on the design, construction & marketing of my last--)","Koren, Leonard; Panter, Gary |",12072,5tnHB8LnNpMC,https://books.google.com/books?id=5tnHB8LnNpMC
"1492 : what is it like to be discovered?","Jaffe, Maggie; Small, Deborah",12065,h1tcAAAAMAAJ,https://books.google.com/books?id=h1tcAAAAMAAJ
"15. Juni 1999/July 27, 1999 : Love letter to Gutenberg","Lollis, Cynthia; Deeg, Daniela",12071,7-ZMHAAACAAJ,https://books.google.com/books?id=7-ZMHAAACAAJ
2013,"Bel, Jonás; Trapiello, Rafael",9731,6C_SoAEACAAJ,https://books.google.com/books?id=6C_SoAEACAAJ
2013,"Bel, Jonás; Trapiello, Rafael",9731,LLQYoAEACAAJ,https://books.google.com/books?id=LLQYoAEACAAJ
"21 April 1996 : instruction manual no. 2","Weifenbach, Terri",9806,rH6eAAAACAAJ,https://books.google.com/books?id=rH6eAAAACAAJ
"28 days : a deck of cards","Nettles, Bea",12070,5741PwAACAAJ,https://books.google.com/books?id=5741PwAACAAJ
"2nd hand reading : William Kentridge","Kentridge, William; Coulson, Jessie; Fowler, H. W. (Henry Watson); Little, William; Onions, C. T. (Charles Talbut)",13289,iKO9oAEACAAJ,https://books.google.com/books?id=iKO9oAEACAAJ
"2nd hand reading : William Kentridge","Kentridge, William; Coulson, Jessie; Fowler, H. W. (Henry Watson); Little, William; Onions, C. T. (Charles Talbut)",13290,iKO9oAEACAAJ,https://books.google.com/books?id=iKO9oAEACAAJ
"3 communiqués","Rowlands, Alun",10880,kD6rPAAACAAJ,https://books.google.com/books?id=kD6rPAAACAAJ
"3 works","Rosler, Martha",17270,dbM4AQAAIAAJ,https://books.google.com/books?id=dbM4AQAAIAAJ
"30 signatures to silver catches","Finlay, Ian",9987,NYxXNAAACAAJ,https://books.google.com/books?id=NYxXNAAACAAJ
"530 : sá veldur sem á heldur","Soulellis, Paul",9829,wN_ooAEACAAJ,https://books.google.com/books?id=wN_ooAEACAAJ
"67 improved papertigers not afraid of repetition","Kippenberger, Martin",10769,1scPPQAACAAJ,https://books.google.com/books?id=1scPPQAACAAJ
"955,000 : an exhibition","Lippard, Lucy",10764,wkyFGQAACAAJ,https://books.google.com/books?id=wkyFGQAACAAJ
"9th street run down","Wool, Christopher",9802,XnF5QgAACAAJ,https://books.google.com/books?id=XnF5QgAACAAJ
"A book about love & war & death, canto one","Higgins, Dick",10025,wCvyAAAAMAAJ,https://books.google.com/books?id=wCvyAAAAMAAJ
"A discourse on domestic disorder","Cumming, Robert",9083,zraYQAAACAAJ,https://books.google.com/books?id=zraYQAAACAAJ
"A few palm trees","Ruscha, Edward",16853,npx9QgAACAAJ,https://books.google.com/books?id=npx9QgAACAAJ
"A game of chess","Wallenstein, Ellen",17120,SliEGAAACAAJ,https://books.google.com/books?id=SliEGAAACAAJ
"A girl's life","Drucker, Johanna; Bee, Susan",14125,YfSwAAAAIAAJ,https://books.google.com/books?id=YfSwAAAAIAAJ
"A humument : a treated Victorian novel","Phillips, Tom; Mallock, W. H. (William Hurrell)",9866,HC8FNAEACAAJ,https://books.google.com/books?id=HC8FNAEACAAJ
"A humument : a treated Victorian novel","Phillips, Tom; Mallock, W. H. (William Hurrell)",9867,lMELQgAACAAJ,https://books.google.com/books?id=lMELQgAACAAJ
"A humument : a treated Victorian novel","Phillips, Tom; Mallock, W. H. (William Hurrell)",13429,aN5cSwAACAAJ,https://books.google.com/books?id=aN5cSwAACAAJ
"A hundred years of: LEX FLEX","Laxson, Ruth",12434,vQq7AAAACAAJ,https://books.google.com/books?id=vQq7AAAACAAJ
"A journey to the Far Canine Range and the unexplored territory beyond Terrier Pass","De Forest, Roy",9861,4WsUAAAACAAJ,https://books.google.com/books?id=4WsUAAAACAAJ
"A journey to the Far Canine Range and the unexplored territory beyond Terrier Pass","De Forest, Roy",9861,ezSmOQAACAAJ,https://books.google.com/books?id=ezSmOQAACAAJ
"A nuclear atlas","Workshop.|, Women's Studio; Gilbert, Sharon",10340,wbynGAAACAAJ,https://books.google.com/books?id=wbynGAAACAAJ
"A nuclear atlas","Gilbert, Sharon",13230,wbynGAAACAAJ,https://books.google.com/books?id=wbynGAAACAAJ
"A penny for your thoughts = Dime lo que piensas","Garcés, Paola; Millán, Madeline",17100,SmMsMwEACAAJ,https://books.google.com/books?id=SmMsMwEACAAJ
"A portfolio of piles.","Baxter&, Iain",10684,tjNaGQAACAAJ,https://books.google.com/books?id=tjNaGQAACAAJ
"A real fighting man","Pirkle, Lee",12563,ruyKoAEACAAJ,https://books.google.com/books?id=ruyKoAEACAAJ
"A reminder : an open book test","Schilling, Wilber",9837,lGLlGAAACAAJ,https://books.google.com/books?id=lGLlGAAACAAJ
"A sailor's calendar; a miscellany,","Finlay, Ian; Huntly, Gordon",10863,FoV9QgAACAAJ,https://books.google.com/books?id=FoV9QgAACAAJ
"A seat at the table","Solange, 1986-; Guerrero, Carlota",17212,wDMxngAACAAJ,https://books.google.com/books?id=wDMxngAACAAJ
"A tourist map to Japan : major air routes in Japan  / voyage(r) by Clarissa Sligh.","Sligh, Clarissa",10847,Uy2eAAAACAAJ,https://books.google.com/books?id=Uy2eAAAACAAJ
"A view of affect : a treatise on the heart and other significant hearts","Smith, Leslie; Book.|, Iowa Center for the",17257,ZcIDjwEACAAJ,https://books.google.com/books?id=ZcIDjwEACAAJ
"A wolf in sheep's clothing : three allegories","Munger, Elizabeth",9911,9QL9SAAACAAJ,https://books.google.com/books?id=9QL9SAAACAAJ
"ABC : ein sechsundzwanzig Buchstabenbuch","Baumann, Gerd",10756,WMxPAAAAMAAJ,https://books.google.com/books?id=WMxPAAAAMAAJ
"AS in DS : an eye on the road","Smithson, Alison",9832,-oubwnJ76Y0C,https://books.google.com/books?id=-oubwnJ76Y0C
"AT lanta 1945 50","Ohtake, Shinro",10850,StzhAAAACAAJ,https://books.google.com/books?id=StzhAAAACAAJ
"Abrirán las grandes alamedas : últimas palabras de Salvador Allende.","Allende Gossens, Salvador; Soto, Oscar; Videla, Gabriela",10747,LON5oAEACAAJ,https://books.google.com/books?id=LON5oAEACAAJ
"Ad infinitum","Klauke, Michael",9084,-5dPAAAAMAAJ,https://books.google.com/books?id=-5dPAAAAMAAJ
Addresses,"Rosenberg, M",16855,kXNqMwEACAAJ,https://books.google.com/books?id=kXNqMwEACAAJ
"Adán","Ares, Marta",9736,enBQAAAAMAAJ,https://books.google.com/books?id=enBQAAAAMAAJ
"After art : Museum of Mott Art inc. : catalogue of After Art services 1974","Levine, Les",11733,507boAEACAAJ,https://books.google.com/books?id=507boAEACAAJ
Age-specific.,"Marsico, Dennis",10731,JaNelQEACAAJ,https://books.google.com/books?id=JaNelQEACAAJ
"Alabanza del libro","Zetina, Daniel",10724,_jqhoAEACAAJ,https://books.google.com/books?id=_jqhoAEACAAJ
"Aleluya de besos","Rodríguez de la Flor, Andrea; Macías Vilches, Anah R.",9885,UaWpoAEACAAJ,https://books.google.com/books?id=UaWpoAEACAAJ
"Alicia en el país de la danza","Estévez Jordán, Rolando; Ponce, Agustina; García Marruz, Fina",10719,QrreYgEACAAJ,https://books.google.com/books?id=QrreYgEACAAJ
"All Smart Art Press : things God wants you to have","Martin, Susan; Myers, Holly",10715,ozhUAAAAMAAJ,https://books.google.com/books?id=ozhUAAAAMAAJ
"Allan Kaprow : a bibliography","Kaprow, Allan; Maffei, Giorgio |",15533,nj3MygAACAAJ,https://books.google.com/books?id=nj3MygAACAAJ
"Alquímia para principiantes","Past, Ámbar; Lome, Emilio",15935,EmjaSAAACAAJ,https://books.google.com/books?id=EmjaSAAACAAJ
"American English","Prince, Richard; HQ, Sadie Coles",17115,hJhQAAAAMAAJ,https://books.google.com/books?id=hJhQAAAAMAAJ
"American photographs","Evans, Walker; Kirstein, Lincoln",16850,3zsOAQAAIAAJ,https://books.google.com/books?id=3zsOAQAAIAAJ
Amidah.,"Robinson, Lisa",17113,JJ-eoAEACAAJ,https://books.google.com/books?id=JJ-eoAEACAAJ
"Amigos y objetos preferidos","Hernández, Selva; Díaz Ibáñez, Nuria",9686,5_lzoAEACAAJ,https://books.google.com/books?id=5_lzoAEACAAJ
"Amor : 20 poemillas de amor","Figueras, Abel",9673,sLguMwEACAAJ,https://books.google.com/books?id=sLguMwEACAAJ
"Amoxohtli : oquihcuilo Jimmie Durham = Libro de carretera : por Jimmie Durham","Durham, Jimmie",9681,E_mLZwEACAAJ,https://books.google.com/books?id=E_mLZwEACAAJ
"An anthology of chance operations...","Young, La",13286,bmDGGwAACAAJ,https://books.google.com/books?id=bmDGGwAACAAJ
"An atlas of radical cartography","Mogel, Lize; Bhagat, Alexis",10701,YXkmRAAACAAJ,https://books.google.com/books?id=YXkmRAAACAAJ
"An intrusion : (self-applied)","Sharshal, Stan",12433,G7c2nQEACAAJ,https://books.google.com/books?id=G7c2nQEACAAJ
"Analemmic : an equation of time","Bellavance, Leslie",10703,s-z3PQAACAAJ,https://books.google.com/books?id=s-z3PQAACAAJ
"And so forth / Richard Kostelanetz.","Kostelanetz, Richard",9962,0LObpwAACAAJ,https://books.google.com/books?id=0LObpwAACAAJ
"Andy Warhol's index (book)","Warhol, Andy",17070,6boIPwAACAAJ,https://books.google.com/books?id=6boIPwAACAAJ
"Animal proverbs of the Grebo people of Liberia.","Kennedy, Amos",15184,_jZBkgAACAAJ,https://books.google.com/books?id=_jZBkgAACAAJ
"Anotaciones para una cumbia","Chaves, Luis; Cartonera, Eloísa",10695,tua6MQAACAAJ,https://books.google.com/books?id=tua6MQAACAAJ
"Another water : (the river Thames, for example)","Horn, Roni",9647,Xf2LZwEACAAJ,https://books.google.com/books?id=Xf2LZwEACAAJ
"AntiDoctos : concentrados de sabiduría popular.","miCielo Ediciones, |publisher",10176,3IT9jgEACAAJ,https://books.google.com/books?id=3IT9jgEACAAJ
Antlers.,"Zweig, Janet",9623,MBhauAAACAAJ,https://books.google.com/books?id=MBhauAAACAAJ
"Any one to tease a saint seriously --Gertrude Stein","Stein, Judith",9824,kBqpPAAACAAJ,https://books.google.com/books?id=kBqpPAAACAAJ
"Anything from anywhere","Dickson, R. G. Brian; Moore, Jennifer; Pierce, Jon; Tipps, Emily",16847,7YcWYAAACAAJ,https://books.google.com/books?id=7YcWYAAACAAJ
Apocalypse,"Haack, Horst; Peres, Adon",10687,z4ItOQAACAAJ,https://books.google.com/books?id=z4ItOQAACAAJ
"Apparition of a distance, however near it may be : the hands of Google Books","Soulellis, Paul",9785,BWcdogEACAAJ,https://books.google.com/books?id=BWcdogEACAAJ
Arbitra,"Zorrilla, Angelica",17096,w6ikygAACAAJ,https://books.google.com/books?id=w6ikygAACAAJ
"Arcs and lines : all combinations of arcs from four corners, arcs from four sides, straight lines, not-straight lines, and broken lines : Sol LeWitt, 1974.","LeWitt, Sol",10173,2ngPNQAACAAJ,https://books.google.com/books?id=2ngPNQAACAAJ
"Arcs, from corners & sides, circles, & grids and all their combinations.","LeWitt, Sol; Bern, Kunsthalle",16541,TzlQAAAAMAAJ,https://books.google.com/books?id=TzlQAAAAMAAJ
"Art and life, or, Fairies have their place","Cronin, Robert",17090,xCpyXwAACAAJ,https://books.google.com/books?id=xCpyXwAACAAJ
"Artist's book ideation cards","Chen, Julie; Tetenbaum, Barbara; Press, Triangular",14151,yeNkoAEACAAJ,https://books.google.com/books?id=yeNkoAEACAAJ
"Artist/author : contemporary artists' books","Lauf, Cornelia; Phillpot, Clive |; Gallery.|, Weatherspoon Art",9794,M6RPAAAAMAAJ,https://books.google.com/books?id=M6RPAAAAMAAJ
"Artists books : a critical survey of the literature","Klima, Stefan",9863,6J99QgAACAAJ,https://books.google.com/books?id=6J99QgAACAAJ
"Artists' book","Mekas, Jonas; Paris, Musée d'art moderne de la ville de",10867,DkwdAQAAIAAJ,https://books.google.com/books?id=DkwdAQAAIAAJ
"Artists' books : Visual Studies Workshop Press, 1971-2008","Lyons, Joan",16899,uEycPgAACAAJ,https://books.google.com/books?id=uEycPgAACAAJ
"Artists' books : a critical anthology and sourcebook","Lyons, Joan",9868,tpBPAAAAMAAJ,https://books.google.com/books?id=tpBPAAAAMAAJ
"Assemblage, environments & happenings.","Kaprow, Allan; Kyōkai, Gutai Bijutsu; Lebel, Jean-Jacques",10856,B8smQwAACAAJ,https://books.google.com/books?id=B8smQwAACAAJ
Asul,"Magallanes, Alejandro",9937,hNqJoAEACAAJ,https://books.google.com/books?id=hNqJoAEACAAJ
"Así se baila el tango, 1942","Bervejillo, Matías; Marvil, 1902-1976; Randal, Elías",17085,XyUzywAACAAJ,https://books.google.com/books?id=XyUzywAACAAJ
"At the turn of the centuries : the influence of early 20th century book arts on contemporary artists' books : three essays adapted from conference presentations given at Yale University on April 13, 2007.","Bury, Stephen; Lorenz, Angela |; Reed, Marcia",15553,rlFNmgEACAAJ,https://books.google.com/books?id=rlFNmgEACAAJ
"Atlas of punctuation","Neilson, Heidi",10849,KtsTAQAACAAJ,https://books.google.com/books?id=KtsTAQAACAAJ
Atravessamentos,"Melo, Marrytsa; Nano Editora, |publisher",8854,_-CjtAEACAAJ,https://books.google.com/books?id=_-CjtAEACAAJ
"Aunt Sallie's lament","Kaufman, Margaret; Press.|, Janus; Van Vliet, Claire |",9816,fe4eOAAACAAJ,https://books.google.com/books?id=fe4eOAAACAAJ
"Aunt Sallie's lament","Van Vliet, Claire; Kaufman, Margaret; Press, Janus",10842,fe4eOAAACAAJ,https://books.google.com/books?id=fe4eOAAACAAJ
Auschwitz.,"Milman, Barbara",17082,89qrHwAACAAJ,https://books.google.com/books?id=89qrHwAACAAJ
Autobiographies,"Kostelanetz, Richard",11223,1NwhAQAAIAAJ,https://books.google.com/books?id=1NwhAQAAIAAJ
Autobiography,"LeWitt, Sol",9741,YzRpQgAACAAJ,https://books.google.com/books?id=YzRpQgAACAAJ
Autobiography,"LeWitt, Sol",9741,eJRTAAAAMAAJ,https://books.google.com/books?id=eJRTAAAAMAAJ
Autobiography,"LeWitt, Sol",10915,YzRpQgAACAAJ,https://books.google.com/books?id=YzRpQgAACAAJ
Autobiography,"LeWitt, Sol",10915,eJRTAAAAMAAJ,https://books.google.com/books?id=eJRTAAAAMAAJ
"Aún soltera","Cartonera, Eloísa; Umpi, Dani",10843,2ZgcHQAACAAJ,https://books.google.com/books?id=2ZgcHQAACAAJ
"BEAUT. E (Code) : computer professionals reflect on the art in software.","Hanmer, Karen",9654,npGYnQEACAAJ,https://books.google.com/books?id=npGYnQEACAAJ
Bad,"Meador, Clifton",9932,FZnKtgAACAAJ,https://books.google.com/books?id=FZnKtgAACAAJ
"Baja presión","Prieto, Martín; Bianchedi, Remo",9900,MPo3MwEACAAJ,https://books.google.com/books?id=MPo3MwEACAAJ
"Bajo el cielo de Dublín","Estévez Jordán, Rolando; Cuesta, Mabel",17161,roP2nwEACAAJ,https://books.google.com/books?id=roP2nwEACAAJ
"Beasts of India","Arni, Kanchana; Wolf, Gita",10833,5DZbJ_q7mFYC,https://books.google.com/books?id=5DZbJ_q7mFYC
"Beata risográfica","Paz, Beatriz",9904,LbmVngEACAAJ,https://books.google.com/books?id=LbmVngEACAAJ
"Beautiful pig","Gaynor, Marty; Schonberger, Ben",16843,pfYUngEACAAJ,https://books.google.com/books?id=pfYUngEACAAJ
"Becoming imperceptible, Adam Pendleton.","Pendleton, Adam; Contemporary Arts Center (New Orleans, La",17293,UxwcjwEACAAJ,https://books.google.com/books?id=UxwcjwEACAAJ
"Being Antinova","Antin, Eleanor",10984,YNE3AQAAIAAJ,https://books.google.com/books?id=YNE3AQAAIAAJ
"Being Antinova","Antin, Eleanor",10984,m5XWAAAAMAAJ,https://books.google.com/books?id=m5XWAAAAMAAJ
"Belo horizonte","Hellion, Martha; Beste, Kathi; Columbia College (Chicago, Ill ) Center for Book & Paper Arts; Knecht, Jordan; Kostus, Kaitlin",9776,T0ijoAEACAAJ,https://books.google.com/books?id=T0ijoAEACAAJ
"Ben : ""Gestes"".","Vautier, Ben; Bischofberger.|, Galerie",17255,39dGGwAACAAJ,https://books.google.com/books?id=39dGGwAACAAJ
"Berlin in the time of the wall : photographs","Gossage, John; Badger, Gerry",10827,bc8LAQAAMAAJ,https://books.google.com/books?id=bc8LAQAAMAAJ
"Beutel Frau = Bolsa de dama","Paz, Beatriz",10819,eva0ngEACAAJ,https://books.google.com/books?id=eva0ngEACAAJ
"Beyond the text : artists' books from the collection of Robert J. Ruben","Ruben, Robert; Club.|, Grolier; Korshak, Yvonne |",13410,pKppPgAACAAJ,https://books.google.com/books?id=pKppPgAACAAJ
"Bibliothèques universelles des livres d'artistes = World libraries of artist'books : 1 april 2007-2017","Kermaire, Christine",9968,_WRqQAAACAAJ,https://books.google.com/books?id=_WRqQAAACAAJ
"Bicentenaire, Trouillot","Estévez Jordán, Rolando; Vigía, Ediciones; Ruiz Montes, Laura; Trouillot, Lyonel",10815,PUihMwEACAAJ,https://books.google.com/books?id=PUihMwEACAAJ
"Big man on the dot","Leslie, Ken",9954,OoVyAAAACAAJ,https://books.google.com/books?id=OoVyAAAACAAJ
"Binding analysis : double bind","Weston, Heather",13149,adlrAAAACAAJ,https://books.google.com/books?id=adlrAAAACAAJ
"Bird songs, heartbeats","Weil, Susan",10211,abh-NAAACAAJ,https://books.google.com/books?id=abh-NAAACAAJ
"Bitter fruit -- Harvest of war","Leeb, Susan",10807,dx_UtgAACAAJ,https://books.google.com/books?id=dx_UtgAACAAJ
Blind,"Calle, Sophie",9708,sgGmpwAACAAJ,https://books.google.com/books?id=sgGmpwAACAAJ
Blindsight,"Kaprow, Allan; Education.|, Wichita State University Department of Art",13984,aR-epwAACAAJ,https://books.google.com/books?id=aR-epwAACAAJ
Blindsight,"Kaprow, Allan; Education, Wichita State University Department of Art",17162,aR-epwAACAAJ,https://books.google.com/books?id=aR-epwAACAAJ
"Bobby : book number 100","Smith, Keith",16574,pHSqpwAACAAJ,https://books.google.com/books?id=pHSqpwAACAAJ
"Bodiless watcher : the thought what watches thought : an abstract comic about community","Taylor, Rio Aubry",10800,6H7smgEACAAJ,https://books.google.com/books?id=6H7smgEACAAJ
"Boiling coffee","Nonas, Richard",10207,5lZuPwAACAAJ,https://books.google.com/books?id=5lZuPwAACAAJ
"Boiling coffee","Nonas, Richard",10207,K4PVAAAACAAJ,https://books.google.com/books?id=K4PVAAAACAAJ
"Boiling coffee","Nonas, Richard",10911,5lZuPwAACAAJ,https://books.google.com/books?id=5lZuPwAACAAJ
"Boiling coffee","Nonas, Richard",10911,K4PVAAAACAAJ,https://books.google.com/books?id=K4PVAAAACAAJ
"Book arts 2007, Bright Hill Center","Press.|, Bright Hill; Rogers, Bertha |; Bright Hill Press North American Juried Book Arts Exhibition (6th : 2007 : Treadwell, N; Hanmer, Karen |",16165,slANHwAACAAJ,https://books.google.com/books?id=slANHwAACAAJ
"Book arts 2008, Bright Hill Literary Center","Smith, Keith A.; Bright Hill Press North American Juried Book Arts Exhibition (7th : 2008 : Treadwell, N; Press.|, Bright Hill; Rogers, Bertha |",8951,PIpkPwAACAAJ,https://books.google.com/books?id=PIpkPwAACAAJ
"Book as artwork 1960/1972","Celant, Germano",9872,-Zmb5m3UTyoC,https://books.google.com/books?id=-Zmb5m3UTyoC
"Book from the ground : from point to point","Xu, Bing",10795,mAEZngEACAAJ,https://books.google.com/books?id=mAEZngEACAAJ
"Book of dust : the beginning and the end of time and thereafter","Denes, Agnes",10792,DyRLAQAAIAAJ,https://books.google.com/books?id=DyRLAQAAIAAJ
"Booktrek : selected essays on artists' books (1972-2010)","Phillpot, Clive; Bovier, Lionel",9869,S2oenwEACAAJ,https://books.google.com/books?id=S2oenwEACAAJ
"Booktrek : selected essays on artists' books (1972-2010)","Phillpot, Clive; Bovier, Lionel",9869,mEVCLgEACAAJ,https://books.google.com/books?id=mEVCLgEACAAJ
"Booktrek : selected essays on artists' books (1972-2010)","Phillpot, Clive; Bovier, Lionel",9869,uOuMngEACAAJ,https://books.google.com/books?id=uOuMngEACAAJ
"Borges and I","Weston, Heather; Borges, Jorge Luis; Irby, James East",15086,Cx3IpwAACAAJ,https://books.google.com/books?id=Cx3IpwAACAAJ
"Both sides of Broadway, from Bowling green to Central park, New York city.","De Leeuw, Rudolph",10072,bkdmcAAACAAJ,https://books.google.com/books?id=bkdmcAAACAAJ
"Bottomless / Dash Shaw.","Shaw, Dash",10785,_4t4IAAACAAJ,https://books.google.com/books?id=_4t4IAAACAAJ
Boundless,"Schneider, Uta; Stoltz, Ulrike",16839,HmweAgAACAAJ,https://books.google.com/books?id=HmweAgAACAAJ
"Breaking the bindings : American book art now : an exhibition of creative bookmaking produced in the United States since 1980, Elvehjem Museum of Art, 6 May-3 July 1983.","Hamady, Walter |",9157,UgF3QgAACAAJ,https://books.google.com/books?id=UgF3QgAACAAJ
"Brisées","Sear, Helen; Gallery, Oriel Davies",10780,SZXOnQEACAAJ,https://books.google.com/books?id=SZXOnQEACAAJ
"Broken streets of my city = Las calles rotas de mi ciudad","Behar, Ruth; Estévez Jordán, Rolando; Vigía, Ediciones",10779,ItGyoAEACAAJ,https://books.google.com/books?id=ItGyoAEACAAJ
"Brutus killed Caesar","Baldessari, John",10201,26QfSwAACAAJ,https://books.google.com/books?id=26QfSwAACAAJ
"Brutus killed Caesar","Baldessari, John",15112,26QfSwAACAAJ,https://books.google.com/books?id=26QfSwAACAAJ
"Buenos Aires","Veroni, Ral; Indij, Guido Julián",10776,jzmzOwAACAAJ,https://books.google.com/books?id=jzmzOwAACAAJ
"Buenos Aires tour","Rudnitzky, Edgardo; Macchi, Jorge; Negroni, María",10775,8xjbGAAACAAJ,https://books.google.com/books?id=8xjbGAAACAAJ
"Buenos Aires tour","Rudnitzky, Edgardo; Macchi, Jorge; Negroni, María",10775,VflRNgAACAAJ,https://books.google.com/books?id=VflRNgAACAAJ
Bully!,"Coe, Sue; Brody, J. A. (Judith A. )",9699,fxEyvGbElykC,https://books.google.com/books?id=fxEyvGbElykC
"C M Y","Hamada, Yuji",13334,XtzejgEACAAJ,https://books.google.com/books?id=XtzejgEACAAJ
"C M Y","Hamada, Yuji",13335,XtzejgEACAAJ,https://books.google.com/books?id=XtzejgEACAAJ
"Call ampersand response","Dumontier, Michael; Lexier, Micah",11063,CTx3MwEACAAJ,https://books.google.com/books?id=CTx3MwEACAAJ
"Camp fire : my artform is the short journey made by walking in the landscape","Fulton, Hamish",11062,Ud9oQgAACAAJ,https://books.google.com/books?id=Ud9oQgAACAAJ
"Camping out","Truck, Fred",11909,70AtGQAACAAJ,https://books.google.com/books?id=70AtGQAACAAJ
"Canción de redención","Ríos, Marialva; Marley, Bob",11061,RLHzjgEACAAJ,https://books.google.com/books?id=RLHzjgEACAAJ
"Canto a Matanzas","Milián, Adrián; Makú, José",11057,I4LvoAEACAAJ,https://books.google.com/books?id=I4LvoAEACAAJ
"Canutero  de Brasil : periquetes de literatura","Suaves, Arduro",9823,N827AAAACAAJ,https://books.google.com/books?id=N827AAAACAAJ
"Captive chains","Pettibon, Raymond",11055,eznvygAACAAJ,https://books.google.com/books?id=eznvygAACAAJ
"Care libro","Rivano, Mateo",9889,p1V3ngEACAAJ,https://books.google.com/books?id=p1V3ngEACAAJ
"Carl Andre, Robert Barry, Douglas Huebler, Joseph Kosuth, Sol Lewitt, Robert Morris, Lawrence Weiner.","Andre, Carl; Barry, Robert; LeWitt, Sol; Morris, Robert; Siegelaub, Seth; Huebler, Douglas; Kosuth, Joseph; Weiner, Lawrence",14672,UqxpQgAACAAJ,https://books.google.com/books?id=UqxpQgAACAAJ
"Carpe diem : kalendarz na 366 dni = calendar for 366 days","Wehr, Beata",11165,dTx-uAAACAAJ,https://books.google.com/books?id=dTx-uAAACAAJ
"Cat's cradle","Chen, Julie; Tetenbaum, Barbara",17331,IZ9lnQEACAAJ,https://books.google.com/books?id=IZ9lnQEACAAJ
"Catalog shopping : precepts for enhanced living","Rappoport, Lisa",11166,vdQMtwAACAAJ,https://books.google.com/books?id=vdQMtwAACAAJ
"Cats in bag, bags in river","Wool, Christopher; Kunstverein.|, Kölnischer; Beuningen.|, Museum Boymans-Van",9803,5Po2AQAAIAAJ,https://books.google.com/books?id=5Po2AQAAIAAJ
"Caído del cielo","Grillo, Oscar",9656,MNKBOwAACAAJ,https://books.google.com/books?id=MNKBOwAACAAJ
"Caído del cielo","Grillo, Oscar",9656,aR-tPAAACAAJ,https://books.google.com/books?id=aR-tPAAACAAJ
Celuloide,"Mellado, Silvia",9926,WzH2PgAACAAJ,https://books.google.com/books?id=WzH2PgAACAAJ
"Cezanne she was a great painter : the second book January 1975, unbroken words to women, sexuality creativity language art istory","Schneemann, Carolee",11162,0AXzAAAAMAAJ,https://books.google.com/books?id=0AXzAAAAMAAJ
"Changing license","Kurtz, Bruce",9960,zbXctgAACAAJ,https://books.google.com/books?id=zbXctgAACAAJ
Check,"Jaramillo Quijano, Catalina",11160,UZLBXwAACAAJ,https://books.google.com/books?id=UZLBXwAACAAJ
"Chelm : stories and scenes","Snider, Jenny",11159,Uxs9PAAACAAJ,https://books.google.com/books?id=Uxs9PAAACAAJ
"Circles of confusion : film, photography, video : texts, 1968-1980","Frampton, Hollis",11156,1yJ8QgAACAAJ,https://books.google.com/books?id=1yJ8QgAACAAJ
"Cityscapes ; O books.","Ruscha, Edward",11028,zKHmMgEACAAJ,https://books.google.com/books?id=zKHmMgEACAAJ
Clementina,"Vertiz Alba, Atala",9811,bw-NoAEACAAJ,https://books.google.com/books?id=bw-NoAEACAAJ
