cluster,labels,include,conceptId,category,prefLabel,exactMatch,note
none|europe-southern-economic-conditions-21st-century,"Europe, Southern -- Economic conditions -- 21st century",y,europe-southern-economic-conditions-21st-century,geographic,"Europe, Southern -- Economic conditions -- 21st century",,auto-seeded draft; review
none|europe-southern-pictorial-works,"Europe, Southern -- Pictorial works",y,europe-southern-pictorial-works,geographic,"Europe, Southern -- Pictorial works",,auto-seeded draft; review
none|europe-southern-social-conditions,"Europe, Southern -- Social conditions",y,europe-southern-social-conditions,geographic,"Europe, Southern -- Social conditions",,auto-seeded draft; review
none|everest-mount-china-and-nepal-pictorial-works,"Everest, Mount (China and Nepal) -- Pictorial works",y,everest-mount-china-and-nepal-pictorial-works,geographic,"Everest, Mount (China and Nepal) -- Pictorial works",,auto-seeded draft; review
none|florence-italy-in-art,Florence (Italy) -- In art,y,florence-italy-in-art,geographic,Florence (Italy) -- In art,,auto-seeded draft; review
none|florence-italy-pictorial-works,Florence (Italy) -- Pictorial works,y,florence-italy-pictorial-works,geographic,Florence (Italy) -- Pictorial works,,auto-seeded draft; review
none|florida-fiction,Florida -- Fiction,y,florida-fiction,geographic,Florida -- Fiction,,auto-seeded draft; review
http://id.worldcat.org/fast/1214008.,Florida -- Palmetto,y,florida-palmetto,geographic,Florida -- Palmetto,,auto-seeded draft; review
http://id.worldcat.org/fast/1206534.,Florida -- Tallahassee,y,florida-tallahassee,geographic,Florida -- Tallahassee,,auto-seeded draft; review
none|forbidden-city-beijing-china-pictorial-works,"Forbidden City (Beijing, China) -- Pictorial works",y,forbidden-city-beijing-china-pictorial-works,geographic,"Forbidden City (Beijing, China) -- Pictorial works",,auto-seeded draft; review
http://id.worldcat.org/fast/1204289.,France,y,france-geographic,geographic,France,,auto-seeded draft; review
none|france-court-and-courtiers,France -- Court and courtiers,y,france-court-and-courtiers,geographic,France -- Court and courtiers,,auto-seeded draft; review
none|france-history-revolution-1789-1799-miscellanea,"France -- History -- Revolution, 1789-1799 -- Miscellanea",y,france-history-revolution-1789-1799-miscellanea,geographic,"France -- History -- Revolution, 1789-1799 -- Miscellanea",,auto-seeded draft; review
(OCoLC)fst01206417,France -- Marseille,y,france-marseille,geographic,France -- Marseille,,auto-seeded draft; review
(OCoLC)fst01323415,France -- Marseille -- Belsunce,y,france-marseille-belsunce,geographic,France -- Marseille -- Belsunce,,auto-seeded draft; review
none|fuji-mount-japan-pictorial-works,"Fuji, Mount (Japan) -- Pictorial works",y,fuji-mount-japan-pictorial-works,geographic,"Fuji, Mount (Japan) -- Pictorial works",,auto-seeded draft; review
none|furka-pass-switzerland-in-art-exhibitions,Furka Pass (Switzerland) -- In art -- Exhibitions,y,furka-pass-switzerland-in-art-exhibitions,geographic,Furka Pass (Switzerland) -- In art -- Exhibitions,,auto-seeded draft; review
none|galapagos-islands-description-and-travel,Galapagos Islands -- Description and travel,y,galapagos-islands-description-and-travel,geographic,Galapagos Islands -- Description and travel,,auto-seeded draft; review
none|garze-zangzu-zizhizhou-china-description-and-travel,Garze Zangzu Zizhizhou (China) -- Description and travel,y,garze-zangzu-zizhizhou-china-description-and-travel,geographic,Garze Zangzu Zizhizhou (China) -- Description and travel,,auto-seeded draft; review
none|garze-zangzu-zizhizhou-china-pictorial-works,Garze Zangzu Zizhizhou (China) -- Pictorial works,y,garze-zangzu-zizhizhou-china-pictorial-works,geographic,Garze Zangzu Zizhizhou (China) -- Pictorial works,,auto-seeded draft; review
none|garze-zangzu-zizhizhou-china-religion,Garze Zangzu Zizhizhou (China) -- Religion,y,garze-zangzu-zizhizhou-china-religion,geographic,Garze Zangzu Zizhizhou (China) -- Religion,,auto-seeded draft; review
http://id.worldcat.org/fast/1240021.,Gaza Strip,y,gaza-strip,geographic,Gaza Strip,,auto-seeded draft; review
http://id.worldcat.org/fast/1204622.,Georgia,y,georgia,geographic,Georgia,,auto-seeded draft; review
http://id.worldcat.org/fast/1204627.,Georgia -- Atlanta,y,georgia-atlanta,geographic,Georgia -- Atlanta,,auto-seeded draft; review
none|georgia-music,Georgia -- Music,y,georgia-music,geographic,Georgia -- Music,,auto-seeded draft; review
none|georgia-pictorial-works,Georgia -- Pictorial works,y,georgia-pictorial-works,geographic,Georgia -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1333716.,Georgia -- Saint Simons Island (Island),y,georgia-saint-simons-island-island,geographic,Georgia -- Saint Simons Island (Island),,auto-seeded draft; review
none|georgia-social-life-and-customs-21st-century-pictorial-works,Georgia -- Social life and customs -- 21st century -- Pictorial works,y,georgia-social-life-and-customs-21st-century-pictorial-works,geographic,Georgia -- Social life and customs -- 21st century -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1221658.,Georgia (Republic),y,georgia-republic,geographic,Georgia (Republic),,auto-seeded draft; review
http://id.worldcat.org/fast/1262882.,Georgia (Republic) -- Abkhazia,y,georgia-republic-abkhazia,geographic,Georgia (Republic) -- Abkhazia,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2008115138.,Georgia (Republic) -- Ethnic relations,y,georgia-republic-ethnic-relations,geographic,Georgia (Republic) -- Ethnic relations,,auto-seeded draft; review
http://id.worldcat.org/fast/1206337.,Georgia (Republic) -- Tʻbilisi,y,georgia-republic-t-bilisi,geographic,Georgia (Republic) -- Tʻbilisi,,auto-seeded draft; review
http://id.worldcat.org/fast/1210272.,Germany,y,germany,geographic,Germany,,auto-seeded draft; review
http://id.worldcat.org/fast/1204829.,Germany -- Berlin,y,germany-berlin,geographic,Germany -- Berlin,,auto-seeded draft; review
none|germany-aachen,Germany ; Aachen,y,germany-aachen,geographic,Germany ; Aachen,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh89000304,Gila National Forest (N.M.),y,gila-national-forest-n-m,geographic,Gila National Forest (N.M.),,auto-seeded draft; review
none|glasgow-scotland-fiction,Glasgow (Scotland) -- Fiction,y,glasgow-scotland-fiction,geographic,Glasgow (Scotland) -- Fiction,,auto-seeded draft; review
none|glasgow-scotland-in-art,Glasgow (Scotland) -- In art,y,glasgow-scotland-in-art,geographic,Glasgow (Scotland) -- In art,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2005004886.,Grand Canyon National Park (Ariz.),y,grand-canyon-national-park-ariz,geographic,Grand Canyon National Park (Ariz.),,auto-seeded draft; review
http://id.worldcat.org/fast/1204623.,Great Britain,y,great-britain-geographic,geographic,Great Britain,,auto-seeded draft; review
(OCoLC)fst01204623,Great Britain,y,great-britain-geographic,geographic,Great Britain,,auto-seeded draft; review
fast|great-britain,Great Britain,y,great-britain-geographic,geographic,Great Britain,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85056605.,Great Britain,y,great-britain-geographic,geographic,Great Britain,,auto-seeded draft; review
none|great-britain,Great Britain,y,great-britain-geographic,geographic,Great Britain,,auto-seeded draft; review
http://id.worldcat.org/fast/1208380.,Greece,y,greece,geographic,Greece,,auto-seeded draft; review
http://id.worldcat.org/fast/1204474.,Greece -- Athens,y,greece-athens,geographic,Greece -- Athens,,auto-seeded draft; review
http://id.worldcat.org/fast/1205290.,Greenland,y,greenland,geographic,Greenland,,auto-seeded draft; review
http://id.worldcat.org/fast/1205154.,Guatemala,y,guatemala,geographic,Guatemala,,auto-seeded draft; review
none|guerrero-mexico-state-politics-and-government-21st-century,Guerrero (Mexico : State) -- Politics and government -- 21st century,y,guerrero-mexico-state-politics-and-government-21st-century,geographic,Guerrero (Mexico : State) -- Politics and government -- 21st century,,auto-seeded draft; review
http://id.worldcat.org/fast/1205135.,Haiti,y,haiti,geographic,Haiti,,auto-seeded draft; review
none|haiti-in-art,Haiti -- In art,y,haiti-in-art,geographic,Haiti -- In art,,auto-seeded draft; review
none|hamptons-n-y-fiction,Hamptons (N.Y.) -- Fiction,y,hamptons-n-y-fiction,geographic,Hamptons (N.Y.) -- Fiction,,auto-seeded draft; review
none|hebrides-scotland-in-art,Hebrides (Scotland) -- In art,y,hebrides-scotland-in-art,geographic,Hebrides (Scotland) -- In art,,auto-seeded draft; review
http://id.worldcat.org/fast/1242048.,Himalaya Mountains,y,himalaya-mountains,geographic,Himalaya Mountains,,auto-seeded draft; review
none|himalaya-mountains-pictorial-works,Himalaya Mountains -- Pictorial works,y,himalaya-mountains-pictorial-works,geographic,Himalaya Mountains -- Pictorial works,,auto-seeded draft; review
none|hiroshima-shi-japan-history-bombardment-1945-pictorial-works,"Hiroshima-shi (Japan) -- History -- Bombardment, 1945 -- Pictorial works",y,hiroshima-shi-japan-history-bombardment-1945-pictorial-works,geographic,"Hiroshima-shi (Japan) -- History -- Bombardment, 1945 -- Pictorial works",,auto-seeded draft; review
none|hiroshima-shi-japan-in-art,Hiroshima-shi (Japan) -- In art,y,hiroshima-shi-japan-in-art,geographic,Hiroshima-shi (Japan) -- In art,,auto-seeded draft; review
none|hollywood-boulevard-los-angeles-calif-pictorial-works,"Hollywood Boulevard (Los Angeles, Calif.) -- Pictorial works",y,hollywood-boulevard-los-angeles-calif-pictorial-works,geographic,"Hollywood Boulevard (Los Angeles, Calif.) -- Pictorial works",,auto-seeded draft; review
none|hong-kong-china-in-art,Hong Kong (China) -- In art,y,hong-kong-china-in-art,geographic,Hong Kong (China) -- In art,,auto-seeded draft; review
none|iceland-pictorial-works,Iceland -- Pictorial works,y,iceland-pictorial-works,geographic,Iceland -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1204048.,Illinois -- Chicago,y,illinois-chicago,geographic,Illinois -- Chicago,,auto-seeded draft; review
http://id.worldcat.org/fast/1209847.,Illinois -- Will County,y,illinois-will-county,geographic,Illinois -- Will County,,auto-seeded draft; review
http://id.worldcat.org/fast/1210276.,India,y,india,geographic,India,,auto-seeded draft; review
none|india-history,India -- History,y,india-history,geographic,India -- History,,auto-seeded draft; review
http://id.worldcat.org/fast/1207110.,India -- Jammu and Kashmir,y,india-jammu-and-kashmir,geographic,India -- Jammu and Kashmir,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2008115428,India -- Pictorial works,y,india-pictorial-works,geographic,India -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1204604.,Indiana,y,indiana,geographic,Indiana,,auto-seeded draft; review
http://id.worldcat.org/fast/1205182.,Indiana -- Indianapolis,y,indiana-indianapolis,geographic,Indiana -- Indianapolis,,auto-seeded draft; review
http://id.worldcat.org/fast/1204889.,Iran,y,iran,geographic,Iran,,auto-seeded draft; review
none|iran-history-revolution-1979-pictorial-works,"Iran -- History -- Revolution, 1979 -- Pictorial works",y,iran-history-revolution-1979-pictorial-works,geographic,"Iran -- History -- Revolution, 1979 -- Pictorial works",,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh90001578.,Iran -- Social conditions,y,iran-social-conditions,geographic,Iran -- Social conditions,,auto-seeded draft; review
http://id.worldcat.org/fast/1204877.,Iran -- Tehran,y,iran-tehran,geographic,Iran -- Tehran,,auto-seeded draft; review
http://id.worldcat.org/fast/1228960.,Iran -- Yazd,y,iran-yazd,geographic,Iran -- Yazd,,auto-seeded draft; review
http://id.worldcat.org/fast/1205757.,Iraq,y,iraq,geographic,Iraq,,auto-seeded draft; review
http://id.worldcat.org/fast/1207444.,Iraq -- Baghdad,y,iraq-baghdad,geographic,Iraq -- Baghdad,,auto-seeded draft; review
http://id.worldcat.org/fast/1205427.,Ireland,y,ireland,geographic,Ireland,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85067977.,Ireland -- Description and travel,y,ireland-description-and-travel,geographic,Ireland -- Description and travel,,auto-seeded draft; review
none|ireland-in-literature,Ireland -- In literature,y,ireland-in-literature,geographic,Ireland -- In literature,,auto-seeded draft; review
none|ireland-politics-and-government,Ireland -- Politics and government,y,ireland-politics-and-government,geographic,Ireland -- Politics and government,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85068048.,Ireland -- Social life and customs,y,ireland-social-life-and-customs,geographic,Ireland -- Social life and customs,,auto-seeded draft; review
none|ireland-social-life-and-customs-fiction,Ireland -- Social life and customs -- Fiction,y,ireland-social-life-and-customs-fiction,geographic,Ireland -- Social life and customs -- Fiction,,auto-seeded draft; review
http://id.worldcat.org/fast/1204236.,Israel,y,israel,geographic,Israel,,auto-seeded draft; review
none|israel-social-conditions-20th-century-pictorial-works,Israel -- Social conditions -- 20th century -- Pictorial works,y,israel-social-conditions-20th-century-pictorial-works,geographic,Israel -- Social conditions -- 20th century -- Pictorial works,,auto-seeded draft; review
none|israel-social-conditions-21st-century-pictorial-works,Israel -- Social conditions -- 21st century -- Pictorial works,y,israel-social-conditions-21st-century-pictorial-works,geographic,Israel -- Social conditions -- 21st century -- Pictorial works,,auto-seeded draft; review
http://id.worldcat.org/fast/1204565.,Italy,y,italy,geographic,Italy,,auto-seeded draft; review
http://id.worldcat.org/fast/1206046.,Italy -- Assisi,y,italy-assisi,geographic,Italy -- Assisi,,auto-seeded draft; review
http://id.worldcat.org/fast/1206206.,Italy -- Livorno,y,italy-livorno,geographic,Italy -- Livorno,,auto-seeded draft; review
http://id.worldcat.org/fast/1204441.,Italy -- Naples,y,italy-naples,geographic,Italy -- Naples,,auto-seeded draft; review
http://id.worldcat.org/fast/1714547.,Italy -- Naples -- Scampia,y,italy-naples-scampia,geographic,Italy -- Naples -- Scampia,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh2008115597.,Jammu and Kashmir (India) -- Politics and government,y,jammu-and-kashmir-india-politics-and-government,geographic,Jammu and Kashmir (India) -- Politics and government,,auto-seeded draft; review
http://id.worldcat.org/fast/1204082.,Japan,y,japan,geographic,Japan,,auto-seeded draft; review
none|japan,Japan,y,japan,geographic,Japan,,auto-seeded draft; review
http://id.loc.gov/authorities/subjects/sh85069398.,Japan -- Description and travel,y,japan-description-and-travel,geographic,Japan -- Description and travel,,auto-seeded draft; review
http://id.worldcat.org/fast/1209723.,Japan -- Hiroshima-shi,y,japan-hiroshima-shi,geographic,Japan -- Hiroshima-shi,,auto-seeded draft; review
http://id.worldcat.org/fast/1333540.,Japan -- Mount Fuji,y,japan-mount-fuji,geographic,Japan -- Mount Fuji,,auto-seeded draft; review
none|japan-social-life-and-customs-20th-century,Japan -- Social life and customs -- 20th century,y,japan-social-life-and-customs-20th-century,geographic,Japan -- Social life and customs -- 20th century,,auto-seeded draft; review
none|kampala-uganda-statistics,Kampala (Uganda) -- Statistics,y,kampala-uganda-statistics,geographic,Kampala (Uganda) -- Statistics,,auto-seeded draft; review
http://id.loc.gov/authorities/names/n79106326,Karachi (Pakistan),y,karachi-pakistan,geographic,Karachi (Pakistan),,auto-seeded draft; review
none|karachi-pakistan-maps,Karachi (Pakistan) -- Maps,y,karachi-pakistan-maps,geographic,Karachi (Pakistan) -- Maps,,auto-seeded draft; review
none|ka-antalya-i-li-turkey-in-art,"Kaş (Antalya İli, Turkey) -- In art",y,ka-antalya-i-li-turkey-in-art,geographic,"Kaş (Antalya İli, Turkey) -- In art",,auto-seeded draft; review
none|kem-russia-description-and-travel,Kemʹ (Russia) -- Description and travel,y,kem-russia-description-and-travel,geographic,Kemʹ (Russia) -- Description and travel,,auto-seeded draft; review
none|kem-russia-pictorial-works,Kemʹ (Russia) -- Pictorial works,y,kem-russia-pictorial-works,geographic,Kemʹ (Russia) -- Pictorial works,,auto-seeded draft; review
none|kent-england-pictorial-works,Kent (England) -- Pictorial works,y,kent-england-pictorial-works,geographic,Kent (England) -- Pictorial works,,auto-seeded draft; review
(OCoLC)fst01204494,Kentucky,y,kentucky,geographic,Kentucky,,auto-seeded draft; review
none|khiva-uzbekistan-history,Khiva (Uzbekistan) -- History,y,khiva-uzbekistan-history,geographic,Khiva (Uzbekistan) -- History,,auto-seeded draft; review
none|kilimanjaro-mount-tanzania,"Kilimanjaro, Mount (Tanzania)",y,kilimanjaro-mount-tanzania,geographic,"Kilimanjaro, Mount (Tanzania)",,auto-seeded draft; review
