status,refKey,refTitle,bookKey,bookTitle,method,confidence,onPages,imagePages,verbatim
emitted,KHX75Z8C,"Book as art V : September 14, 1992-February 19, 1993",WCTMC7CQ,Heart Observations,substring,0.990,"3, 6",,"Wasserman, Krystyna. Book As Art V: September 14, 1992-February 19, 1993. Washington, D.C: National Museum of Women in the Arts, 1992, pp. [3], [6]."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,WD64RT2I,Nine live swimming pools,substring,0.990,"252, 287",266-267,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.252, 266-267, 287."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WD8RRJV6,Inventory of the Image Maps,substring,0.990,"51, 155",,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.51, 155."
emitted,EYAM3MR5,Creating artists' books,WDBH3RMH,Inside-out,substring,0.990,10,11,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. pp.10, 11."
emitted,BCG5FURQ,The century of artists' books,WDBVDSH6,Parallax,substring,0.990,"142, 202-3, 226, 14",202,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.142, 202-3, 202, 226n14."
emitted,L3HFQ2SA,Beyond the text : artists' books from the collection of Robert J. Ruben,WDBVDSH6,Parallax,substring,0.990,88,89,"Ruben, Robert J. Beyond the Text: Artists' Books from the Collection of Robert J. Ruben. New York: Grolier Club, 2010. pp.88, 89."
emitted,BCG5FURQ,The century of artists' books,WDCKDSNI,Book,substring,0.990,149-50,149,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.149-50, 149."
emitted,BCG5FURQ,The century of artists' books,WDITEMDJ,Service : a trilogy on colonization,substring,0.990,85-6,86,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.85-6, 86."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,WDITEMDJ,Service : a trilogy on colonization,substring,0.990,215,,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.215."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WDITEMDJ,Service : a trilogy on colonization,substring,0.990,433,321,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.321, 433."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),WDITEMDJ,Service : a trilogy on colonization,substring,0.990,80,,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p.80."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,WDT3UFSR,Starship Log and Pod,substring,0.990,,410,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.410."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WESDZCZU,Le fantôme des Beaux-Arts,substring,0.990,"316, 431",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.316, 431."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WEU83JT8,4 baskets,substring,0.990,222,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.222."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WF2G3GMN,Das dritte Buch: die Zeit der Beschreibung,substring,0.990,"330, 429",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.330, 429."
emitted,JHBWPGKS,Sol LeWitt : artist's books,WF2NNLA8,"Red, blue and yellow lines from sides, corners and the center of the page to points on a grid: Israel Museum, Jerusalem, September 1975",substring,0.990,,64-65,"LeWitt, Sol. Sol LeWitt: Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. p.64-65."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WF64D225,"I went, I met, I read, journal, 1969",substring,0.990,430,163,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.163, 430."
emitted,N6FSDA5U,"Counting on chance : 25 years of artists' books by Robin Price, publisher.",WFEA263X,Anodyne,substring,0.990,126,80,"Price, Robin, Suzy Taraba, Clare I. Rogan, Betty Bright, and Rutherford W. Witthus.Counting on Chance: 25 Years of Artists' Books by Robin Price, Publisher. Middletown, Conn: Davison Art Center, Wesleyan University, 2010. pp. 80, 126."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WFKF9VNS,To unfold and to present,substring,0.990,217,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.217."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WFQVTCD4,Das Sehen ist nämlich auch eine Kunst,substring,0.990,427,306,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.306, 427."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,WFRTIPYF,Champagne vert pour un bapteme rouge,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Lalanne Francoise""]."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,WFSSFCF9,Millenium [sic,substring,0.990,"29, 33",,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p. 29, 33."
emitted,BCG5FURQ,The century of artists' books,WFWRZETA,Fool's gold,substring,0.990,141-42,141,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.141, 141-42."
emitted,EYAM3MR5,Creating artists' books,WG52K5P5,Italo Calvino - Invisible Cities,substring,0.990,81,,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. pp.81."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WGG9FMHM,Handmade,substring,0.990,215,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.215."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,WGXCFWP6,Twentysix gasoline stations,substring,0.990,"66, 284",84-85,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.66, 84-85, 284."
blocked,BEGEG5AI,Artists books,WHJR39RL,Seven Windows,substring,0.950,,46-47,"Wasserman, Krystyna. The Book as Art : Artists’ Books from the National Museum of Women in the Arts. New York: Princeton Architectural Press, 2007. pp.46-47."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WHKG8575,ISBN 0-9690745-0-6,substring,0.990,"372, 425",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.372, 425."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WHUVBTPT,Café du Rêve,substring,0.990,213,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.213."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WI2H2UCI,"Al's Grand Hotel : 7175 Sunset Boulevard, Hollywood, California, May 7-June 12, 1971 : catalog",substring,0.990,434,293,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.293, 434."
emitted,KHX75Z8C,"Book as art V : September 14, 1992-February 19, 1993",WI3T99BN,Movements,substring,0.990,6,,"Wasserman, Krystyna. Book As Art V: September 14, 1992-February 19, 1993. Washington, D.C: National Museum of Women in the Arts, 1992, p. [6]."
emitted,QEFHBIF4,Thread loves paper,WI7XKPH3,A book for Anne Bradstreet.,substring,0.990,46-47,,"Marks, Emily. Thread Loves Paper. [Sonoma, Calif. ] : Emily Marks, 2012. pp.46-47."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WIGCBIRN,Je meurs trop,substring,0.990,"28, 113, 114, 428",112,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.28, 112, 113, 114, 428."
emitted,DHC5ATH7,Livres d'artistes,WIGCBIRN,Je meurs trop,substring,0.990,,144,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.144."
emitted,LTE96PUD,Artists who make books,WIRWMGP2,Wade Guyton: 1 month ago.,substring,0.990,130,135,"Kastner, Jeffrey. Artists Who Make Books. Edited by Andrew Roth, Philip Aarons, and Claire Lehmann. London: Phaidon, 2017. p.130, 135."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,WITAZQ8L,Sans titre,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Savry Joel""]."
emitted,VH6DIY2I,"Book arts 2008, Bright Hill Literary Center",WJ28HA8H,Celestial navigation,substring,0.990,"9, 38",36,"Bright Hill Press North American Juried Book Arts Exhibition. Book Arts 2008, Bright Hill Literary Center. Treadwell, NY: Bright Hill Press, 2008. pp. 9, 36, 38."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WJTWPYNA,Le peintre intercalaire,substring,0.990,431,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.431."
emitted,JHBWPGKS,Sol LeWitt : artist's books,WJUEUMAZ,Piramidi,substring,0.990,,116-117,"LeWitt, Sol. Sol LeWitt : Artist’s Books. Sant’Eraclio di Foligno (Foligno): Viaindustriae, 2009. p.116-117."
emitted,BCG5FURQ,The century of artists' books,WJVR2UTU,Raising a family,substring,0.990,181-2,182,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.181-2, 182."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,WJWY2AVD,Tome II: trous,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Rabarot Isabelle""]."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,WKFKIRUX,Le livre d'un rendez-vous,substring,0.990,,,"NRA Shakespeare international. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM, 1985. [cat. entry for ""Righi Francois""]."
emitted,BCG5FURQ,The century of artists' books,WKM5D4FR,Vero/Falso,substring,0.990,328,,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.328."
emitted,BCG5FURQ,The century of artists' books,WKTXZHR5,Un coup de des jamais n'abolira le hasard : image,substring,0.990,115-16,116,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.115-16, 116."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WKTXZHR5,Un coup de des jamais n'abolira le hasard : image,substring,0.990,"14, 16, 87, 357, 425",15,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.14, 15, 16, 87, 357, 425."
emitted,DHC5ATH7,Livres d'artistes,WKTXZHR5,Un coup de des jamais n'abolira le hasard : image,substring,0.990,,22,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.22."
emitted,FAEUXXHV,Booktrek : selected essays on artists' books (1972-2010),WKTXZHR5,Un coup de des jamais n'abolira le hasard : image,substring,0.990,172,,"Phillpot, Clive. Booktrek: Selected Essays on Artists’ Books (1972-2010). Zurich: JRP/Ringier, 2013. p.172."
emitted,N6FSDA5U,"Counting on chance : 25 years of artists' books by Robin Price, publisher.",WKTXZHR5,Un coup de des jamais n'abolira le hasard : image,substring,0.990,81,,"Price, Robin, Suzy Taraba, Clare I. Rogan, Betty Bright, and Rutherford W. Witthus.Counting on Chance: 25 Years of Artists' Books by Robin Price, Publisher. Middletown, Conn: Davison Art Center, Wesleyan University, 2010. p.81."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WL4PVBAB,Book with leaves,substring,0.990,230,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.230."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,WLAQYZ7B,Thirtyfour parking lots in Los Angeles,substring,0.990,27,,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p.27."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WLAQYZ7B,Thirtyfour parking lots in Los Angeles,substring,0.990,434,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.434."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WLFKP88V,(You) read this book : being an anthology of phenomenological artworks,substring,0.990,193,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.193. *Mis-spelled 'Hugonin' in Bury."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WLR2SP5E,Traces: 1980-1982,substring,0.990,155,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.155."
emitted,DHC5ATH7,Livres d'artistes,WLZDC7AU,Nachtfreudenwalzer,substring,0.990,32,33,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. pp.32, 33."
emitted,DHC5ATH7,Livres d'artistes,WLZR8CP5,L'Altra Casa,substring,0.990,,92,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.92."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WM5FAD6I,"Excavator, Barcelona, Excavador",substring,0.990,216,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.216."
emitted,DHC5ATH7,Livres d'artistes,WMEZJFI7,"Gladness writings, 1973-1976",substring,0.990,,35,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.35."
emitted,MN3CW7FZ,Artists and their books - books and their artists,WMM9ND5Q,Fantastic island,substring,0.990,206,122-123,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. pp.122-123, 206."
emitted,5ECYVY6V,"Hand, voice & vision: artists' books from Women's Studio Workshop",WMZGPFT9,Family: a book,substring,0.990,109,,"Walkup, Kathy. Hand, Voice & Vision: Artists’ Books from Women's Studio Workshop. Rosendale, N.Y.: Women’s Studio Workshop, 2010. p.109."
emitted,BCG5FURQ,The century of artists' books,WN7PEYGD,Tropos,substring,0.990,"135-36, 202-3",135,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.135, 135-36, 202-3."
emitted,KB2E34DZ,Artist/author : contemporary artists' books,WN7PEYGD,Tropos,substring,0.990,"88, 157","87, 70","Lauf, Cornelia. Artist/author : Contemporary Artists’ Books. New York: American Federation of Arts, 1998. pp.87n.70, 88, 157."
emitted,N6FSDA5U,"Counting on chance : 25 years of artists' books by Robin Price, publisher.",WN7PEYGD,Tropos,substring,0.990,18,,"Price, Robin, Suzy Taraba, Clare I. Rogan, Betty Bright, and Rutherford W. Witthus.Counting on Chance: 25 Years of Artists' Books by Robin Price, Publisher. Middletown, Conn: Davison Art Center, Wesleyan University, 2010. p. 18."
emitted,DCLMEBVD,Allan Kaprow : a bibliography,WNECF9ZQ,Comfort zones,substring,0.990,,72-75,"Kaprow, Allan. Allan Kaprow : a Bibliography. Milano: Mousse Pub., 2011. pp. 72-75."
emitted,MWX5EQ95,Livres d'artistes: livres-objets = Artists' books : book-objects,WNPQLAVM,Vingt rebus,substring,0.990,,,"NRA Shakespeare international. 1985. Livres d'artistes: livres-objets = Artists' books : book-objects. Paris: CERPM. [cat. entry for ""Vandeloise Guy""]"
emitted,VH6DIY2I,"Book arts 2008, Bright Hill Literary Center",WNSCPXHN,The least painful compromise,substring,0.990,35,34,"Bright Hill Press North American Juried Book Arts Exhibition. Book Arts 2008, Bright Hill Literary Center. Treadwell, NY: Bright Hill Press, 2008. pp. 34, 35."
emitted,X37HVCXS,"Book arts 2007, Bright Hill Center",WNXNNB3K,Caterpillar,substring,0.990,7,69,"Bright Hill Press North American Juried Book Arts Exhibition. Book Arts 2007, Bright Hill Center. Treadwell, NY: Bright Hill Press, 2007. pp.7, 69."
emitted,Q77Q8HL7,Peter Downsbrough : the book(s),WPXHPX42,Beside,substring,0.990,,"73, 235","Downsbrough, Peter. Peter Downsbrough : the Book(s). Germany: Hatje Cantz, 2011. pp.73, 235."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WPXHPX42,Beside,substring,0.990,427,285,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.285, 427."
emitted,7YGZYJ5L,"Artists of the book, 1988 :",WPXPEKYS,The beauty book,substring,0.990,"11, 30",,"Boston Athenaeum. Artists of the Book, 1988 : a Facet of Modernism : a Traveling Exhibition of the New England Foundation for the Arts. Boston, Mass.: Boston Athenæum, 1988. pp.11, 30."
emitted,XWS4XW55,500 handmade books : inspiring interpretations of a timeless form,WPZCIPVD,Untitled,substring,0.990,,321,"Tourtillott, Suzanne J. E, and Steve Miller. 500 Handmade Books: Inspiring Interpretations of a Timeless Form. New York: Lark Books, 2008. p.321."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WQ458CVM,Time outs,substring,0.990,157,58,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.58, 157."
emitted,N6FSDA5U,"Counting on chance : 25 years of artists' books by Robin Price, publisher.",WR9247UK,The Book of Revelation,substring,0.990,"36, 44, 54, 108, 114, 122-123, 140","45-51, 117","Price, Robin, Suzy Taraba, Clare I. Rogan, Betty Bright, and Rutherford W. Witthus.Counting on Chance: 25 Years of Artists' Books by Robin Price, Publisher. Middletown, Conn: Davison Art Center, Wesleyan University, 2010. pp. 36, 44, 45-51, 54, 108, 114, 117, 122-123, 140."
emitted,7SFXCRS9,"The book made art : a selection of contemporary artists' books, exhibited in the Joseph Regenstein Library, the University of Chicago, February through April 1986",WRQZE662,France,substring,0.990,15,14,"Abt, Jeffrey. The Book Made Art: a Selection of Contemporary Artists' Books, Exhibited in the Joseph Regenstein Library, the University of Chicago, February Through April 1986. Chicago: University of Chicago Library, 1986. p.14, 15."
emitted,BCG5FURQ,The century of artists' books,WRQZE662,France,substring,0.990,111-113,112,"Drucker, Johanna. The Century of Artists’ Books. 2nd ed. New York City: Granary Books, 2004. pp.111-113, 112."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WRWAXMWI,Mes enveloppes manuscrites,substring,0.990,432,,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. p.432."
emitted,EYAM3MR5,Creating artists' books,WRZK26XQ,I Held a Jewel,substring,0.990,52,53,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. pp.52, 53."
emitted,94CKQLVX,Artists' books : a critical anthology and sourcebook,WSPDI7H4,Structural(ism) and photography,substring,0.990,,218,"Lyons, Joan. Artists' Books : A Critical Anthology and Sourcebook. Rochester: Visual Studies Workshop Press, 1985. p.218."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WSRF9HK6,Parsifal-transformation music,substring,0.990,"365, 366, 429",,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.365, 366, 429."
emitted,JV2JKULL,Various small books : referencing various small books by Ed Ruscha,WSRXHGL8,Real Estate Opportunities,substring,0.990,"252, 287",260-263,"Taylor, Phil. Various Small Books: Referencing Various Small Books by Ed Ruscha. Cambridge, Massachusetts: MIT Press, 2013. pp.252, 260-263, 287."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WSSFK937,Lab partner(s): a blind alley,substring,0.990,151,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.151."
emitted,EYAM3MR5,Creating artists' books,WSZILAFT,Twenty-five years ago,substring,0.990,8,,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. p.8."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WSZILAFT,Twenty-five years ago,substring,0.990,"75, 164",,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.75, 164."
emitted,VH6DIY2I,"Book arts 2008, Bright Hill Literary Center",WT5J2YT5,Migration,substring,0.990,"9, 71",70,"Bright Hill Press North American Juried Book Arts Exhibition. Book Arts 2008, Bright Hill Literary Center. Treadwell, NY: Bright Hill Press, 2008. pp. 9, 70, 71."
emitted,5JWH4AMJ,Offset : artists' books & prints.,WT6CNINC,THIS TRAP,substring,0.990,20,,"Freeman, Brad. Offset: Artists' Books & Prints. New York, N.Y.: Interplanetary Productions, 1993. p.20."
emitted,X37HVCXS,"Book arts 2007, Bright Hill Center",WTGU4KKL,"Sleepers, dreamers & screamers",substring,0.990,7,53,"Bright Hill Press North American Juried Book Arts Exhibition. Book Arts 2007, Bright Hill Center. Treadwell, NY: Bright Hill Press, 2007. pp.7, 53."
emitted,CR3NFXSJ,"Resonance and response : artists' books from Special Collections, Wellesley College Library, June 15-18, 2005",WTPS3FT4,The anatomy lesson: unveiling the Fasciculus medicinae,substring,0.990,79,16,"Hatch, Marilyn A. Resonance and Response : Artists’ Books from Special Collections, Wellesley College Library, June 15-18, 2005. Wellesley, Mass.: Wellesley College Library, 2005. pp. 16, 79."
emitted,N6FSDA5U,"Counting on chance : 25 years of artists' books by Robin Price, publisher.",WTPS3FT4,The anatomy lesson: unveiling the Fasciculus medicinae,substring,0.990,"56, 71, 116, 129, 130-133",57-59,"Price, Robin, Suzy Taraba, Clare I. Rogan, Betty Bright, and Rutherford W. Witthus.Counting on Chance: 25 Years of Artists' Books by Robin Price, Publisher. Middletown, Conn: Davison Art Center, Wesleyan University, 2010. pp. 56, 57-59, 71, 116, 129, 130-133."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WUACA34S,A rearranged affair,substring,0.990,233,142,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. pp.142, 233."
emitted,A5RE4482,Artists' books : the book as a work of art 1963-2000,WUIT2WFT,Two stages on the northern route = Deux étapes sur la route du nord,substring,0.990,215,,"Bury, Stephen. Artists’ Books : the Book as a Work of Art 1963-2000. London: Bernard Quaritch Ltd, 2015. p.215."
emitted,CR3NFXSJ,"Resonance and response : artists' books from Special Collections, Wellesley College Library, June 15-18, 2005",WUL8Q8GI,Nebbia,substring,0.990,82,34,"Hatch, Marilyn A. Resonance and Response : Artists’ Books from Special Collections, Wellesley College Library, June 15-18, 2005. Wellesley, Mass.: Wellesley College Library, 2005. pp. 34, 82."
emitted,SGBJXYRF,Esthétique du livre d'artiste 1960/1980 : une introduction à l'art contemporain,WURLPG7K,Mon quartier vu de ma fenêtre,substring,0.990,"321, 424",326,"Moeglin-Delcroix, Anne. Esthétique Du Livre D’artiste 1960/1980 : Une Introduction à L'art Contemporain. Nouv. éd. rev. et augm. Marseille: Bibliothèque nationale de France, 2012. pp.321, 326, 424."
emitted,MN3CW7FZ,Artists and their books - books and their artists,WV2NPRJ9,A book of folds,substring,0.990,206,126-127,"Reed, Marcia, and Glenn Phillips. Artists and their books - books and their artists. Los Angeles: The Getty Research Institute, 2018. pp.126-127, 206."
emitted,EYAM3MR5,Creating artists' books,WV4TWBPK,Printed upon the ice on the River Thames,substring,0.990,74,,"Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. p.74."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WV85WPUH,Echo,substring,0.990,159,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. pp.159."
emitted,EYAM3MR5,Creating artists' books,WW9GGUNS,By The Way,substring,0.990,71,"72, 73","Bodman, Sarah. Creating Artists’ Books. New York: Watson-Guptill Publications, 2005. pp.71, 72, 73."
emitted,QEFHBIF4,Thread loves paper,WWFTJT7D,Felix' Notebooks,substring,0.990,22-23,,"Marks, Emily. Thread Loves Paper. [Sonoma, Calif. ] : Emily Marks, 2012. pp.22-23."
emitted,D2HD5CJR,Speaking of book art : interviews with British and American book artists,WX7V2R2A,Ein deutsches requiem: after Brahms,substring,0.990,32,,"Courtney, Cathy. Speaking of Book Art: Interviews with British and American Book Artists. Los Altos Hills, Calif: Anderson-Lovelace, 1999. p.32."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WXGG8L5D,A Sense Of It,substring,0.990,"93, 156",,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.93,156."
emitted,DHC5ATH7,Livres d'artistes,WXQ5WVXE,Livre ficelé,substring,0.990,,117,"Moeglin-Delcroix, Anne. Livres D’artistes. Paris: BPI, Centre Georges Pompidou, 1985. p.117."
emitted,GDNNXY63,Artists' Books: Visual Studies Workshop Press,WZ5PZXTA,"Today, the sign",substring,0.990,160,,"Lyons, Joan. Artists' Books : Visual Studies Workshop Press. Rochester: Visual Studies Workshop Press, 2009. p.160."
